ENSECAG00000000001      MTPAP
ENSECAG00000000002	RPE
ENSECAG00000007359	IL10RB
ENSECAG00000007360	MARCH4
ENSECAG00000007362	HIST2H4B
ENSECAG00000007364	COMT
ENSECAG00000007365	INTS6L
ENSECAG00000007368	OR8S1
ENSECAG00000007369	KDM3A
ENSECAG00000007370	OR5B2
ENSECAG00000007371	GLUD1
ENSECAG00000007372	SPP2
ENSECAG00000007373	SHTN1
ENSECAG00000007374	MAP4K2
ENSECAG00000007375	KIAA1328
ENSECAG00000007376	COL4A3
ENSECAG00000007377	SPPL3
ENSECAG00000007378	C14orf2
ENSECAG00000007379	KCNE3
ENSECAG00000007380	RAB39B
ENSECAG00000007382	FAM92A1
ENSECAG00000007383	ZBED6CL
ENSECAG00000007384	RAB12
ENSECAG00000007386	ENO2
ENSECAG00000007389	ENST00000369160
ENSECAG00000007390	OR8U1
ENSECAG00000007391	MAT2A
ENSECAG00000007392	NPEPPS
ENSECAG00000007393	IRS1
ENSECAG00000007394	OR8G1
ENSECAG00000007395	FAM160A1
ENSECAG00000007396	PDE6C
ENSECAG00000007397	RPL29
ENSECAG00000007398	AP002962.1
ENSECAG00000007399	OR8G5
ENSECAG00000007400	DSTYK
ENSECAG00000007401	PLPPR1
ENSECAG00000007403	SNX24
ENSECAG00000007404	DHX37
ENSECAG00000007405	OR11G2
ENSECAG00000007406	OR2W1
ENSECAG00000007407	CYP46A1
ENSECAG00000007409	LIPK
ENSECAG00000007410	EML4
ENSECAG00000007411	RPAP2
ENSECAG00000007412	RAMP2
ENSECAG00000007413	OR11G2
ENSECAG00000007414	SV2A
ENSECAG00000007415	OSBPL5
ENSECAG00000007416	PLEKHG4B
ENSECAG00000007417	CD300LF
ENSECAG00000007418	PCDHAC2
ENSECAG00000007419	GRHPR
ENSECAG00000007422	DENND4B
ENSECAG00000007423	ZKSCAN2
ENSECAG00000007424	AP002962.1
ENSECAG00000007426	SNX2
ENSECAG00000007427	ZNF140
ENSECAG00000007428	REV3L
ENSECAG00000007429	APEX1
ENSECAG00000007431	TNKS
ENSECAG00000007432	PTGDR
ENSECAG00000007434	PRR9
ENSECAG00000007435	AIPL1
ENSECAG00000007436	FAM210A
ENSECAG00000007438	TTBK1
ENSECAG00000007439	GRIN2C
ENSECAG00000007441	IKZF3
ENSECAG00000007442	NXF3
ENSECAG00000007444	MOB3A
ENSECAG00000007445	ZNF331
ENSECAG00000007446	C16orf62
ENSECAG00000007447	HIST1H3D
ENSECAG00000007449	PTPN20
ENSECAG00000007450	SPRR1B
ENSECAG00000007451	AP002962.1
ENSECAG00000007452	OR5B3
ENSECAG00000007453	PCGF2
ENSECAG00000007455	CARD14
ENSECAG00000007457	HIST1H2AE
ENSECAG00000007458	SPRR4
ENSECAG00000007459	SLC2A13
ENSECAG00000007460	ADGRF3
ENSECAG00000007461	PEX7
ENSECAG00000007462	RHOU
ENSECAG00000007463	OR52B2
ENSECAG00000007464	RRM2
ENSECAG00000007465	TBRG1
ENSECAG00000007466	PCDH11X
ENSECAG00000007467	NPHP3
ENSECAG00000007468	GAS2
ENSECAG00000007470	NCAPG
ENSECAG00000007472	OR2B6
ENSECAG00000007474	SPHK2
ENSECAG00000007476	RELT
ENSECAG00000007477	TCF20
ENSECAG00000007480	APOBEC3F
ENSECAG00000007481	ASTN1
ENSECAG00000007482	IRF6
ENSECAG00000007484	MALRD1
ENSECAG00000007486	OGFOD1
ENSECAG00000007487	CENPE
ENSECAG00000007489	OR10D3
ENSECAG00000007490	AGBL5
ENSECAG00000007491	MDH1B
ENSECAG00000007492	C5orf63
ENSECAG00000007493	ACAN
ENSECAG00000007494	PRSS48
ENSECAG00000007495	MTX1
ENSECAG00000007496	OR5B2
ENSECAG00000007497	TRBV28
ENSECAG00000007498	AP1AR
ENSECAG00000007499	SLC28A1
ENSECAG00000007500	RPL27
ENSECAG00000007503	C17orf50
ENSECAG00000007504	TRBV10-3
ENSECAG00000007505	PIM2
ENSECAG00000007506	CAMK2G
ENSECAG00000007507	SLC35D3
ENSECAG00000007508	IRF2
ENSECAG00000007509	GOLT1A
ENSECAG00000007510	OR4P4
ENSECAG00000007511	SPOCK1
ENSECAG00000007512	WDR64
ENSECAG00000007513	HSPA9
ENSECAG00000007514	LRRC74A
ENSECAG00000007517	TULP1
ENSECAG00000007518	MARCH3
ENSECAG00000007519	TMEM132C
ENSECAG00000007520	BBS5
ENSECAG00000007521	RABGGTA
ENSECAG00000007522	TMX4
ENSECAG00000007524	NPM3
ENSECAG00000007525	CPSF4
ENSECAG00000007526	ZNF274
ENSECAG00000007528	TRBV20OR9-2
ENSECAG00000007529	OR8U1
ENSECAG00000007530	SSPN
ENSECAG00000007531	ENST00000314634
ENSECAG00000007532	ENST00000619188
ENSECAG00000007533	GIMAP7
ENSECAG00000007534	RGS19
ENSECAG00000007536	HELB
ENSECAG00000007537	AP002962.1
ENSECAG00000007540	CYP7B1
ENSECAG00000007541	ERGIC1
ENSECAG00000007542	SH3D19
ENSECAG00000007543	LRRC46
ENSECAG00000007545	MYL9
ENSECAG00000007548	ENST00000391869
ENSECAG00000007549	BRAP
ENSECAG00000007550	OR9A4
ENSECAG00000007551	DUSP18
ENSECAG00000007552	HYKK
ENSECAG00000007554	GEMIN2
ENSECAG00000007555	TRIM41
ENSECAG00000007556	SHKBP1
ENSECAG00000007557	USP6NL
ENSECAG00000007559	KIF16B
ENSECAG00000007560	FXR1
ENSECAG00000007561	AP002962.1
ENSECAG00000007562	AUNIP
ENSECAG00000007564	HIST2H4B
ENSECAG00000007565	MDGA2
ENSECAG00000007567	OR4C46
ENSECAG00000007569	OR8A1
ENSECAG00000007571	PLAT
ENSECAG00000007573	DNAJC2
ENSECAG00000007574	NTM
ENSECAG00000007575	OR8B3
ENSECAG00000007576	SLC38A1
ENSECAG00000007577	SLC25A44
ENSECAG00000007578	OR5M9
ENSECAG00000007579	CEP131
ENSECAG00000007580	ARL6IP6
ENSECAG00000007581	PUS3
ENSECAG00000007582	GIMAP7
ENSECAG00000007583	LY6K
ENSECAG00000007584	HCN1
ENSECAG00000007586	OR8G5
ENSECAG00000007588	EREG
ENSECAG00000007589	ITGB5
ENSECAG00000007591	OR5M3
ENSECAG00000007592	BORCS8
ENSECAG00000007595	THSD7B
ENSECAG00000007596	NOM1
ENSECAG00000007597	CYP2R1
ENSECAG00000007598	GIMAP2
ENSECAG00000007599	ILK
ENSECAG00000007600	SCYL1
ENSECAG00000007601	TMEM164
ENSECAG00000007602	LTV1
ENSECAG00000007603	SPDYE4
ENSECAG00000007604	ENST00000312253
ENSECAG00000007605	KMT2A
ENSECAG00000007606	C2orf72
ENSECAG00000007607	ENST00000615556
ENSECAG00000007608	DSPP
ENSECAG00000007609	CREB3L2
ENSECAG00000007610	TMEM98
ENSECAG00000007612	PPP1R1A
ENSECAG00000007613	HIST2H4B
ENSECAG00000007615	PTRH1
ENSECAG00000007616	OR8B3
ENSECAG00000007618	KBTBD4
ENSECAG00000007619	MAPK8IP1
ENSECAG00000007620	DEPDC1B
ENSECAG00000007621	TRIP11
ENSECAG00000007622	OR5M9
ENSECAG00000007623	CD226
ENSECAG00000007624	LAMB4
ENSECAG00000007625	ORM2
ENSECAG00000007626	PPP1R18
ENSECAG00000007627	SMCP
ENSECAG00000007628	OXT
ENSECAG00000007629	DNAJC1
ENSECAG00000007630	HIST1H3D
ENSECAG00000007631	OR6V1
ENSECAG00000007634	C2orf42
ENSECAG00000007635	MRPL46
ENSECAG00000007637	PRSS37
ENSECAG00000007638	ASB12
ENSECAG00000007641	OR5B12
ENSECAG00000007642	IL20RA
ENSECAG00000007644	PKM
ENSECAG00000007645	DUT
ENSECAG00000007646	NR1D2
ENSECAG00000007649	RBM46
ENSECAG00000007650	EPHA2
ENSECAG00000007651	OR52K1
ENSECAG00000007653	GPATCH3
ENSECAG00000007654	KLHDC10
ENSECAG00000007655	QSER1
ENSECAG00000007656	TESPA1
ENSECAG00000007657	SFSWAP
ENSECAG00000007658	MGLL
ENSECAG00000007659	TRPC7
ENSECAG00000007661	WSCD1
ENSECAG00000007663	GIMAP5
ENSECAG00000007664	KPRP
ENSECAG00000007665	PPP2R5A
ENSECAG00000007666	SLC25A15
ENSECAG00000007667	ENST00000625024
ENSECAG00000007668	GIMAP5
ENSECAG00000007669	ZNF764
ENSECAG00000007670	BMP10
ENSECAG00000007672	TAF1A
ENSECAG00000007673	SCGB1C1
ENSECAG00000007674	IQCH
ENSECAG00000007676	SSU72
ENSECAG00000007677	IGKV4-1
ENSECAG00000007679	OR4F17
ENSECAG00000007680	RPA3
ENSECAG00000007681	GIMAP4
ENSECAG00000007682	STK24
ENSECAG00000007683	SMARCAL1
ENSECAG00000007684	SLC2A4
ENSECAG00000007685	OR4P4
ENSECAG00000007686	RP1
ENSECAG00000007687	PTPN14
ENSECAG00000007688	SBK1
ENSECAG00000007689	PSENEN
ENSECAG00000007690	GAS2L2
ENSECAG00000007691	C2CD4D
ENSECAG00000007693	OR4F17
ENSECAG00000007694	COMMD7
ENSECAG00000007696	TNFAIP8L2
ENSECAG00000007697	HIST1H2BL
ENSECAG00000007698	FZD4
ENSECAG00000007699	OR8S1
ENSECAG00000007700	RBM38
ENSECAG00000007701	LRRIQ1
ENSECAG00000007702	NELFB
ENSECAG00000007703	SS18
ENSECAG00000007704	PRR5
ENSECAG00000007705	OR4K2
ENSECAG00000007706	PHACTR3
ENSECAG00000007707	PIP4K2A
ENSECAG00000007708	CRTAM
ENSECAG00000007709	SEMA3F
ENSECAG00000007711	LRAT
ENSECAG00000007712	OR8S1
ENSECAG00000007714	AOC3
ENSECAG00000007716	SAT2
ENSECAG00000007717	URI1
ENSECAG00000007718	TMOD1
ENSECAG00000007719	OR8S1
ENSECAG00000007720	OR5AP2
ENSECAG00000007722	TRBV14
ENSECAG00000007723	FBXO8
ENSECAG00000007725	TAS2R40
ENSECAG00000007726	APOBEC3B
ENSECAG00000007727	RHBDD1
ENSECAG00000007728	OR8S1
ENSECAG00000007730	MSS51
ENSECAG00000007731	DLL3
ENSECAG00000007735	ENST00000623472
ENSECAG00000007736	SLC38A7
ENSECAG00000007737	PLEKHA8
ENSECAG00000007738	B3GNTL1
ENSECAG00000007739	TRBV15
ENSECAG00000007740	HESX1
ENSECAG00000007741	CELF1
ENSECAG00000007742	SLC5A6
ENSECAG00000007743	KMT2A
ENSECAG00000007744	RSRP1
ENSECAG00000007745	RBM28
ENSECAG00000007746	MAP10
ENSECAG00000007748	ZFP90
ENSECAG00000007749	OR8S1
ENSECAG00000007750	DDX39B
ENSECAG00000007752	BSPH1
ENSECAG00000007753	PRR32
ENSECAG00000007754	CD1A
ENSECAG00000007755	DEFB4B
ENSECAG00000007757	DNAJC15
ENSECAG00000007758	XRRA1
ENSECAG00000007760	SMARCC1
ENSECAG00000007761	DSC2
ENSECAG00000007762	TRIM59
ENSECAG00000007763	ALMS1
ENSECAG00000007764	ENST00000623472
ENSECAG00000007767	REEP5
ENSECAG00000007768	RPL38
ENSECAG00000007769	OR8S1
ENSECAG00000007772	ARL14
ENSECAG00000007773	ZMPSTE24
ENSECAG00000007774	LY6H
ENSECAG00000007775	OR4P4
ENSECAG00000007776	SMUG1
ENSECAG00000007777	NFE2L1
ENSECAG00000007778	RUNDC1
ENSECAG00000007779	MUT
ENSECAG00000007780	PANX1
ENSECAG00000007781	POLG
ENSECAG00000007783	FPR2
ENSECAG00000007784	OR9G1
ENSECAG00000007785	HIST1H3D
ENSECAG00000007786	KCNJ13
ENSECAG00000007787	HP1BP3
ENSECAG00000007788	VAMP5
ENSECAG00000007789	PKIG
ENSECAG00000007790	OR4P4
ENSECAG00000007791	ZNF200
ENSECAG00000007792	EFCAB6
ENSECAG00000007794	TAF10
ENSECAG00000007795	NRBP1
ENSECAG00000007796	BTAF1
ENSECAG00000007797	SMARCB1
ENSECAG00000007798	ME3
ENSECAG00000007799	APEX1
ENSECAG00000007800	ESYT2
ENSECAG00000007801	ATG9A
ENSECAG00000007802	POLN
ENSECAG00000007803	LSM3
ENSECAG00000007804	REV1
ENSECAG00000007805	ENST00000420890
ENSECAG00000007807	BBC3
ENSECAG00000007808	DCBLD1
ENSECAG00000007810	OR4K17
ENSECAG00000007811	HYI
ENSECAG00000007813	UNC93B1
ENSECAG00000007814	GTF2H2
ENSECAG00000007815	HIST1H2AD
ENSECAG00000007816	WDR47
ENSECAG00000007817	OR8S1
ENSECAG00000007819	OR5B21
ENSECAG00000007820	ZFAND4
ENSECAG00000007822	PSMD8
ENSECAG00000007824	SNRPD2
ENSECAG00000007825	CALCA
ENSECAG00000007826	DONSON
ENSECAG00000007827	PPP6R2
ENSECAG00000007828	GDPD2
ENSECAG00000007829	TPP1
ENSECAG00000007830	AOX1
ENSECAG00000007831	GPX6
ENSECAG00000007832	OR5D18
ENSECAG00000007833	OR8S1
ENSECAG00000007834	HIST2H2AB
ENSECAG00000007835	CCDC167
ENSECAG00000007836	CYP2D6
ENSECAG00000007837	FGR
ENSECAG00000007839	HEPACAM
ENSECAG00000007840	TLX3
ENSECAG00000007841	CUX2
ENSECAG00000007842	KRT82
ENSECAG00000007843	ENST00000369160
ENSECAG00000007844	OR4F6
ENSECAG00000007845	PSMD1
ENSECAG00000007847	STAT5B
ENSECAG00000007850	FKBP15
ENSECAG00000007852	WDR31
ENSECAG00000007853	MTHFS
ENSECAG00000007854	TCEAL5
ENSECAG00000007855	PRDM13
ENSECAG00000007856	TSPAN14
ENSECAG00000007857	OR2T29
ENSECAG00000007858	OR8S1
ENSECAG00000007859	WRB
ENSECAG00000007860	RNFT1
ENSECAG00000007861	PAPLN
ENSECAG00000007862	APCS
ENSECAG00000007863	C4orf32
ENSECAG00000007865	C9
ENSECAG00000007867	MYL2
ENSECAG00000007868	OR8S1
ENSECAG00000007872	TCF19
ENSECAG00000007874	HIST1H2BI
ENSECAG00000007875	DCTN5
ENSECAG00000007877	ANKRD17
ENSECAG00000007879	TRAV16
ENSECAG00000007880	ABCA5
ENSECAG00000007882	HADHB
ENSECAG00000007883	TLR7
ENSECAG00000007884	ENST00000623472
ENSECAG00000007885	ORC5
ENSECAG00000007886	HIST2H4B
ENSECAG00000007887	CT83
ENSECAG00000007888	TYW3
ENSECAG00000007889	KRT75
ENSECAG00000007891	AP002962.1
ENSECAG00000007892	REV3L
ENSECAG00000007894	ENST00000616528
ENSECAG00000007895	OARD1
ENSECAG00000007896	REXO4
ENSECAG00000007897	EXOSC2
ENSECAG00000007898	SULT2A1
ENSECAG00000007899	OVOL2
ENSECAG00000007900	ART3
ENSECAG00000007901	C1orf116
ENSECAG00000007902	HIST2H3A
ENSECAG00000007903	TAS2R16
ENSECAG00000007904	CCDC93
ENSECAG00000007905	SLC35E1
ENSECAG00000007906	DDX19A
ENSECAG00000007907	ALDH3B1
ENSECAG00000007908	MIPEP
ENSECAG00000007910	RNF141
ENSECAG00000007911	ANKRD13D
ENSECAG00000007912	HMGN4
ENSECAG00000007913	ZNHIT1
ENSECAG00000007914	NOL6
ENSECAG00000007916	TBC1D13
ENSECAG00000007917	G3BP2
ENSECAG00000007918	TNS4
ENSECAG00000007919	ATP1B2
ENSECAG00000007920	ATXN7L3
ENSECAG00000007921	OR9G1
ENSECAG00000007922	KCNJ2
ENSECAG00000007926	EDARADD
ENSECAG00000007927	TTC4
ENSECAG00000007928	PGA3
ENSECAG00000007928	PGA4
ENSECAG00000007929	CYP2B6
ENSECAG00000007930	APEX1
ENSECAG00000007931	MUC4
ENSECAG00000007932	OR5W2
ENSECAG00000007933	ENST00000623472
ENSECAG00000007934	KIAA1958
ENSECAG00000007936	SARDH
ENSECAG00000007937	HIST2H2AA4
ENSECAG00000007938	OR8S1
ENSECAG00000007939	VIPR2
ENSECAG00000007940	PDE4DIP
ENSECAG00000007941	MYO10
ENSECAG00000007942	LMNB1
ENSECAG00000007943	TRAV18
ENSECAG00000007945	TMEM131
ENSECAG00000007947	OR11A1
ENSECAG00000007948	PPM1J
ENSECAG00000007949	AKIP1
ENSECAG00000007952	NFYA
ENSECAG00000007953	OR9G1
ENSECAG00000007954	OR2M3
ENSECAG00000007955	HNRNPU
ENSECAG00000007956	AWAT1
ENSECAG00000007957	TAS2R16
ENSECAG00000007959	ALDH1A2
ENSECAG00000007960	LIMD2
ENSECAG00000007961	ABCC5
ENSECAG00000007962	SOAT1
ENSECAG00000007963	ADAM10
ENSECAG00000007965	CDK9
ENSECAG00000007966	NCK1
ENSECAG00000007968	COX5B
ENSECAG00000007970	ZNF420
ENSECAG00000007971	DDN
ENSECAG00000007972	SUSD5
ENSECAG00000007973	MYO15B
ENSECAG00000007974	GALNT3
ENSECAG00000007975	COX14
ENSECAG00000007976	EEF1D
ENSECAG00000007977	CBY1
ENSECAG00000007978	RP11-574F21.3
ENSECAG00000007979	PLG
ENSECAG00000007981	OR8K5
ENSECAG00000007982	KRTAP10-4
ENSECAG00000007983	FIGN
ENSECAG00000007984	P2RX6
ENSECAG00000007985	GOLGA7B
ENSECAG00000007986	MALRD1
ENSECAG00000007987	ENST00000623472
ENSECAG00000007988	RPRM
ENSECAG00000007989	C1QTNF7
ENSECAG00000007991	WDR86
ENSECAG00000007992	OVOL3
ENSECAG00000007993	PIAS1
ENSECAG00000007994	T
ENSECAG00000007995	IGLV7-46
ENSECAG00000007996	TTC9B
ENSECAG00000007997	WFIKKN1
ENSECAG00000007999	FRMD6
ENSECAG00000008002	IPMK
ENSECAG00000008003	COQ9
ENSECAG00000008004	PDE10A
ENSECAG00000008005	AKT2
ENSECAG00000008006	AGXT
ENSECAG00000008007	TBCB
ENSECAG00000008008	PAF1
ENSECAG00000008009	C11orf16
ENSECAG00000008011	MLH3
ENSECAG00000008012	CHST3
ENSECAG00000008013	NMB
ENSECAG00000008014	ZNF768
ENSECAG00000008015	SHB
ENSECAG00000008016	GLI2
ENSECAG00000008017	TBC1D5
ENSECAG00000008019	ENST00000634510
ENSECAG00000008020	SFXN5
ENSECAG00000008021	LCMT2
ENSECAG00000008022	ALG1
ENSECAG00000008023	B3GAT1
ENSECAG00000008024	CLIC2
ENSECAG00000008025	CARMIL3
ENSECAG00000008026	LIPF
ENSECAG00000008027	OR2W3
ENSECAG00000008028	KLC2
ENSECAG00000008032	PANK1
ENSECAG00000008033	SLC25A18
ENSECAG00000008034	PLPPR5
ENSECAG00000008035	GRIFIN
ENSECAG00000008036	E4F1
ENSECAG00000008037	MCHR2
ENSECAG00000008038	ENST00000612046
ENSECAG00000008041	LDLRAD4
ENSECAG00000008042	NABP2
ENSECAG00000008043	WIZ
ENSECAG00000008044	PPP1R27
ENSECAG00000008045	GLYAT
ENSECAG00000008048	CBX1
ENSECAG00000008049	EPOR
ENSECAG00000008050	SSU72
ENSECAG00000008051	CEP192
ENSECAG00000008052	SDE2
ENSECAG00000008053	TMEM170B
ENSECAG00000008056	FSCN1
ENSECAG00000008057	TSPEAR
ENSECAG00000008058	SRR
ENSECAG00000008059	PDE4C
ENSECAG00000008060	OR4F16
ENSECAG00000008061	TMEM235
ENSECAG00000008063	SAMD14
ENSECAG00000008068	GNL2
ENSECAG00000008069	PPIL2
ENSECAG00000008070	ZFYVE27
ENSECAG00000008071	FAM102B
ENSECAG00000008072	RSBN1
ENSECAG00000008074	MAGT1
ENSECAG00000008076	MEN1
ENSECAG00000008078	PTH2
ENSECAG00000008079	BEND6
ENSECAG00000008080	UNG
ENSECAG00000008082	PJA2
ENSECAG00000008083	SLC29A1
ENSECAG00000008084	ENST00000369160
ENSECAG00000008085	OTOA
ENSECAG00000008087	SAXO2
ENSECAG00000008088	NIPSNAP3A
ENSECAG00000008089	RASL10B
ENSECAG00000008090	TAS2R41
ENSECAG00000008091	MORF4L1
ENSECAG00000008092	FKBP7
ENSECAG00000008095	ZNF517
ENSECAG00000008096	FAM111B
ENSECAG00000008097	CMAS
ENSECAG00000008099	MRPS27
ENSECAG00000008100	CEP350
ENSECAG00000008101	CBX5
ENSECAG00000008103	AP3M1
ENSECAG00000008104	DYNLL1
ENSECAG00000008105	SEC61A2
ENSECAG00000008106	FAM111A
ENSECAG00000008107	FERMT3
ENSECAG00000008108	PLEKHM3
ENSECAG00000008110	TMEM116
ENSECAG00000008111	AK1
ENSECAG00000008112	EPGN
ENSECAG00000008113	LAMP3
ENSECAG00000008115	OR2M3
ENSECAG00000008116	TRAV16
ENSECAG00000008117	SNX11
ENSECAG00000008118	DTX4
ENSECAG00000008119	OR11G2
ENSECAG00000008120	CASP14
ENSECAG00000008121	TSPYL4
ENSECAG00000008122	OR2M3
ENSECAG00000008125	COX20
ENSECAG00000008126	TP53
ENSECAG00000008127	GFI1B
ENSECAG00000008129	COG1
ENSECAG00000008130	DNASE1
ENSECAG00000008131	ITPR2
ENSECAG00000008132	OR52D1
ENSECAG00000008134	NFIC
ENSECAG00000008136	DEFB4B
ENSECAG00000008137	VANGL1
ENSECAG00000008140	RNF125
ENSECAG00000008142	DESI2
ENSECAG00000008147	ING3
ENSECAG00000008148	NPTN
ENSECAG00000008149	HRH3
ENSECAG00000008150	TMEM245
ENSECAG00000008151	WDR73
ENSECAG00000008152	C11orf70
ENSECAG00000008153	CYP1A2
ENSECAG00000008154	PAQR5
ENSECAG00000008157	ENST00000312253
ENSECAG00000008158	FKTN
ENSECAG00000008159	AP002962.1
ENSECAG00000008160	ADK
ENSECAG00000008161	HAL
ENSECAG00000008162	SIPA1L2
ENSECAG00000008164	CALR
ENSECAG00000008165	IVD
ENSECAG00000008167	SPPL2A
ENSECAG00000008168	EXOC5
ENSECAG00000008170	GPC2
ENSECAG00000008171	ENST00000369160
ENSECAG00000008172	GIP
ENSECAG00000008173	HSD17B11
ENSECAG00000008174	TMEM64
ENSECAG00000008175	L3MBTL1
ENSECAG00000008176	GALT
ENSECAG00000008177	FAM213B
ENSECAG00000008179	IL20RB
ENSECAG00000008180	OR4B1
ENSECAG00000008182	CHST9
ENSECAG00000008183	PADI6
ENSECAG00000008184	ZNF646
ENSECAG00000008185	KL
ENSECAG00000008186	SP100
ENSECAG00000008187	PLK4
ENSECAG00000008189	CHRNA9
ENSECAG00000008190	ADTRP
ENSECAG00000008191	PPM1E
ENSECAG00000008193	UPP1
ENSECAG00000008194	MIDN
ENSECAG00000008196	GNB4
ENSECAG00000008197	PNLIPRP2
ENSECAG00000008200	VIPR1
ENSECAG00000008201	PIP5K1A
ENSECAG00000008202	SBDS
ENSECAG00000008203	S100A3
ENSECAG00000008204	LAMB3
ENSECAG00000008205	AP002962.1
ENSECAG00000008207	OR52K1
ENSECAG00000008208	CYP2C18
ENSECAG00000008209	MAPK6
ENSECAG00000008210	ZNFX1
ENSECAG00000008211	ZNF300
ENSECAG00000008212	UBL5
ENSECAG00000008213	ENST00000623829
ENSECAG00000008214	MCCC1
ENSECAG00000008215	TSC22D3
ENSECAG00000008220	FDX2
ENSECAG00000008221	S100A4
ENSECAG00000008222	ZNF564
ENSECAG00000008223	ENST00000623829
ENSECAG00000008224	ZNF750
ENSECAG00000008225	TTC19
ENSECAG00000008226	NPAT
ENSECAG00000008227	PPARD
ENSECAG00000008228	C1orf101
ENSECAG00000008229	C6orf52
ENSECAG00000008231	FBXL12
ENSECAG00000008232	SCGB1A1
ENSECAG00000008235	CLEC9A
ENSECAG00000008236	APOE
ENSECAG00000008237	KLHL13
ENSECAG00000008238	S100A5
ENSECAG00000008240	HMBOX1
ENSECAG00000008241	SORCS3
ENSECAG00000008242	ACSS3
ENSECAG00000008243	CRYGN
ENSECAG00000008245	GPR26
ENSECAG00000008247	UGT2A3
ENSECAG00000008248	CTNNA3
ENSECAG00000008249	TBL1XR1
ENSECAG00000008250	MINOS1
ENSECAG00000008251	PI4K2B
ENSECAG00000008252	NOL11
ENSECAG00000008253	GABRR2
ENSECAG00000008254	CRYZ
ENSECAG00000008256	DMBT1
ENSECAG00000008257	ENST00000619267
ENSECAG00000008258	APEX1
ENSECAG00000008259	MASP1
ENSECAG00000008260	UTP18
ENSECAG00000008261	FCF1
ENSECAG00000008262	ARHGEF1
ENSECAG00000008264	AKT1
ENSECAG00000008266	ENKUR
ENSECAG00000008268	TRBV9
ENSECAG00000008270	FABP5
ENSECAG00000008273	ARF3
ENSECAG00000008274	CLEC4E
ENSECAG00000008276	ZNF551
ENSECAG00000008277	CHN1
ENSECAG00000008279	TRIM47
ENSECAG00000008280	FGG
ENSECAG00000008281	SPATA20
ENSECAG00000008283	BSN
ENSECAG00000008284	KCNRG
ENSECAG00000008285	PSEN2
ENSECAG00000008286	C15orf40
ENSECAG00000008287	SLC39A14
ENSECAG00000008288	PAK1IP1
ENSECAG00000008290	OR52M1
ENSECAG00000008291	MDN1
ENSECAG00000008292	RBFA
ENSECAG00000008293	AVPI1
ENSECAG00000008294	WRAP53
ENSECAG00000008295	F13A1
ENSECAG00000008296	CCBE1
ENSECAG00000008298	WNT10B
ENSECAG00000008299	IL4
ENSECAG00000008300	ALS2CR12
ENSECAG00000008302	AKR1C1
ENSECAG00000008305	APEX1
ENSECAG00000008308	AGMAT
ENSECAG00000008310	ADNP2
ENSECAG00000008311	CHMP4B
ENSECAG00000008312	AKR1C1
ENSECAG00000008318	TRIM68
ENSECAG00000008319	FYN
ENSECAG00000008321	ADAT2
ENSECAG00000008322	GZMH
ENSECAG00000008323	OR52M1
ENSECAG00000008324	LECT2
ENSECAG00000008326	SCAMP4
ENSECAG00000008327	PI4K2A
ENSECAG00000008328	AP002962.1
ENSECAG00000008330	RIPK4
ENSECAG00000008331	MAPKAPK3
ENSECAG00000008333	MSC
ENSECAG00000008335	PDK4
ENSECAG00000008336	COL23A1
ENSECAG00000008337	RAD9B
ENSECAG00000008339	OR52I1
ENSECAG00000008340	AIG1
ENSECAG00000008341	PLAGL2
ENSECAG00000008342	USP20
ENSECAG00000008343	PAX4
ENSECAG00000008344	ADCY3
ENSECAG00000008346	FAM117A
ENSECAG00000008347	DEFB103B
ENSECAG00000008348	WRNIP1
ENSECAG00000008352	TMEM198
ENSECAG00000008353	SPACA9
ENSECAG00000008354	PM20D1
ENSECAG00000008355	PARD6G
ENSECAG00000008356	ZNF577
ENSECAG00000008357	MGAT4C
ENSECAG00000008358	ADA
ENSECAG00000008359	REV3L
ENSECAG00000008360	EFNB3
ENSECAG00000008361	CCDC181
ENSECAG00000008363	SLC4A9
ENSECAG00000008365	AMBP
ENSECAG00000008366	SIN3B
ENSECAG00000008368	ZBTB8B
ENSECAG00000008369	MNX1
ENSECAG00000008371	WDR88
ENSECAG00000008372	MGAT4C
ENSECAG00000008374	IGFBPL1
ENSECAG00000008375	ST7
ENSECAG00000008378	COMMD10
ENSECAG00000008379	DNAJB14
ENSECAG00000008385	MKI67
ENSECAG00000008386	NQO2
ENSECAG00000008387	TSC22D4
ENSECAG00000008388	C17orf99
ENSECAG00000008390	FOXN2
ENSECAG00000008391	PALB2
ENSECAG00000008394	NCOA2
ENSECAG00000008396	CALM1
ENSECAG00000008397	RFX8
ENSECAG00000008398	DAO
ENSECAG00000008399	GIT2
ENSECAG00000008400	CRISPLD1
ENSECAG00000008401	S100A6
ENSECAG00000008402	TMEM65
ENSECAG00000008403	RPL8
ENSECAG00000008404	DYNLRB1
ENSECAG00000008406	ZSWIM7
ENSECAG00000008407	PITX2
ENSECAG00000008408	HTR1F
ENSECAG00000008409	CRTAP
ENSECAG00000008411	ADAM15
ENSECAG00000008413	TRDN
ENSECAG00000008416	PHTF1
ENSECAG00000008417	AP002962.1
ENSECAG00000008418	RHCG
ENSECAG00000008419	INF2
ENSECAG00000008420	PRSS58
ENSECAG00000008421	ELK1
ENSECAG00000008422	CA3
ENSECAG00000008423	SELE
ENSECAG00000008424	MSANTD1
ENSECAG00000008425	LURAP1L
ENSECAG00000008426	PAPSS2
ENSECAG00000008427	SLC43A1
