ENSECAG00000000002	ENST00000359429
ENSECAG00000007185	ENST00000333973
ENSECAG00000007186	ENST00000408979
ENSECAG00000007187	ENST00000373275
ENSECAG00000007188	ENST00000318666
ENSECAG00000007189	ENST00000634561
ENSECAG00000007190	ENST00000265866
ENSECAG00000007191	ENST00000281950
ENSECAG00000007192	ENST00000442510
ENSECAG00000007193	ENST00000303910
ENSECAG00000007194	ENST00000293780
ENSECAG00000007197	ENST00000541587
ENSECAG00000007198	ENST00000221972
ENSECAG00000007200	ENST00000199389
ENSECAG00000007201	ENST00000396957
ENSECAG00000007202	ENST00000524943
ENSECAG00000007203	ENST00000544374
ENSECAG00000007205	ENST00000557385
ENSECAG00000007206	ENST00000319380
ENSECAG00000007207	ENST00000369552
ENSECAG00000007208	ENST00000315947
ENSECAG00000007210	ENST00000340342
ENSECAG00000007211	ENST00000358431
ENSECAG00000007212	ENST00000436730
ENSECAG00000007213	ENST00000308284
ENSECAG00000007214	ENST00000262138
ENSECAG00000007214	ENST00000262138
ENSECAG00000007214	ENST00000307139
ENSECAG00000007215	ENST00000305159
ENSECAG00000007216	ENST00000326431
ENSECAG00000007217	ENST00000570683
ENSECAG00000007219	ENST00000446524
ENSECAG00000007220	ENST00000372852
ENSECAG00000007221	ENST00000367763
ENSECAG00000007222	ENST00000521389
ENSECAG00000007226	ENST00000309562
ENSECAG00000007228	ENST00000264245
ENSECAG00000007231	ENST00000266517
ENSECAG00000007233	ENST00000392415
ENSECAG00000007234	ENST00000422556
ENSECAG00000007235	ENST00000313341
ENSECAG00000007236	ENST00000358711
ENSECAG00000007238	ENST00000366615
ENSECAG00000007240	ENST00000398568
ENSECAG00000007241	ENST00000539905
ENSECAG00000007242	ENST00000288943
ENSECAG00000007243	ENST00000302609
ENSECAG00000007244	ENST00000306052
ENSECAG00000007244	ENST00000306052
ENSECAG00000007246	ENST00000577390
ENSECAG00000007247	ENST00000458497
ENSECAG00000007247	ENST00000458497
ENSECAG00000007248	ENST00000409031
ENSECAG00000007249	ENST00000370589
ENSECAG00000007250	ENST00000244061
ENSECAG00000007251	ENST00000398030
ENSECAG00000007253	ENST00000409058
ENSECAG00000007253	ENST00000409662
ENSECAG00000007254	ENST00000440961
ENSECAG00000007255	ENST00000408979
ENSECAG00000007257	ENST00000316554
ENSECAG00000007258	ENST00000631466
ENSECAG00000007259	ENST00000626074
ENSECAG00000007260	ENST00000631690
ENSECAG00000007262	ENST00000322349
ENSECAG00000007263	ENST00000310248
ENSECAG00000007264	ENST00000238628
ENSECAG00000007265	ENST00000377122
ENSECAG00000007266	ENST00000340370
ENSECAG00000007266	ENST00000635123
ENSECAG00000007267	ENST00000258457
ENSECAG00000007269	ENST00000366653
ENSECAG00000007270	ENST00000632910
ENSECAG00000007271	ENST00000493325
ENSECAG00000007272	ENST00000405201
ENSECAG00000007273	ENST00000331523
ENSECAG00000007274	ENST00000428675
ENSECAG00000007275	ENST00000233336
ENSECAG00000007276	ENST00000422643
ENSECAG00000007277	ENST00000338585
ENSECAG00000007277	ENST00000370576
ENSECAG00000007277	ENST00000414978
ENSECAG00000007278	ENST00000524943
ENSECAG00000007279	ENST00000532414
ENSECAG00000007280	ENST00000243964
ENSECAG00000007281	ENST00000342066
ENSECAG00000007282	ENST00000376387
ENSECAG00000007283	ENST00000338882
ENSECAG00000007284	ENST00000366618
ENSECAG00000007285	ENST00000408906
ENSECAG00000007286	ENST00000315947
ENSECAG00000007287	ENST00000614654
ENSECAG00000007288	ENST00000284425
ENSECAG00000007288	ENST00000284425
ENSECAG00000007289	ENST00000397317
ENSECAG00000007291	ENST00000434372
ENSECAG00000007292	ENST00000368318
ENSECAG00000026907	ENST00000429029
ENSECAG00000007294	ENST00000279036
ENSECAG00000007295	ENST00000274979
ENSECAG00000007296	ENST00000055335
ENSECAG00000007297	ENST00000302572
ENSECAG00000007298	ENST00000310194
ENSECAG00000007299	ENST00000290607
ENSECAG00000007300	ENST00000255448
ENSECAG00000007301	ENST00000570200
ENSECAG00000007302	ENST00000319194
ENSECAG00000007303	ENST00000421325
ENSECAG00000007305	ENST00000632584
ENSECAG00000007306	ENST00000631557
ENSECAG00000007307	ENST00000313447
ENSECAG00000026827	ENST00000505337
ENSECAG00000007310	ENST00000375129
ENSECAG00000007311	ENST00000595531
ENSECAG00000007313	ENST00000412716
ENSECAG00000007315	ENST00000354700
ENSECAG00000007316	ENST00000356476
ENSECAG00000007317	ENST00000289749
ENSECAG00000007318	ENST00000305159
ENSECAG00000007319	ENST00000325844
ENSECAG00000007320	ENST00000332375
ENSECAG00000007321	ENST00000289316
ENSECAG00000007322	ENST00000227524
ENSECAG00000007323	ENST00000370390
ENSECAG00000007324	ENST00000306318
ENSECAG00000007327	ENST00000367194
ENSECAG00000007328	ENST00000605930
ENSECAG00000007329	ENST00000233957
ENSECAG00000007330	ENST00000415953
ENSECAG00000007331	ENST00000274711
ENSECAG00000007333	ENST00000319813
ENSECAG00000007334	ENST00000270066
ENSECAG00000007335	ENST00000367714
ENSECAG00000007336	ENST00000361092
ENSECAG00000007337	ENST00000394553
ENSECAG00000007338	ENST00000622235
ENSECAG00000007339	ENST00000302231
ENSECAG00000007341	ENST00000302581
ENSECAG00000007343	ENST00000368399
ENSECAG00000007344	ENST00000341493
ENSECAG00000026970	ENST00000458350
ENSECAG00000007346	ENST00000244426
ENSECAG00000007347	ENST00000296468
ENSECAG00000007348	ENST00000302783
ENSECAG00000007349	ENST00000393370
ENSECAG00000007350	ENST00000329967
ENSECAG00000007351	ENST00000372764
ENSECAG00000007352	ENST00000302874
ENSECAG00000026834	ENST00000502346
ENSECAG00000007354	ENST00000368924
ENSECAG00000007355	ENST00000215912
ENSECAG00000007356	ENST00000422340
ENSECAG00000007358	ENST00000335099
ENSECAG00000007359	ENST00000290200
ENSECAG00000007360	ENST00000273067
ENSECAG00000007362	ENST00000579512
ENSECAG00000007363	ENST00000287727
ENSECAG00000007363	ENST00000287727
ENSECAG00000007364	ENST00000449653
ENSECAG00000007365	ENST00000370752
ENSECAG00000007366	ENST00000360509
ENSECAG00000007366	ENST00000557913
ENSECAG00000007368	ENST00000310194
ENSECAG00000007369	ENST00000312912
ENSECAG00000007370	ENST00000302581
ENSECAG00000007371	ENST00000277865
ENSECAG00000007372	ENST00000168148
ENSECAG00000007373	ENST00000355371
ENSECAG00000007374	ENST00000377350
ENSECAG00000007375	ENST00000586135
ENSECAG00000007376	ENST00000396578
ENSECAG00000007377	ENST00000353487
ENSECAG00000007378	ENST00000557040
ENSECAG00000007379	ENST00000525550
ENSECAG00000007380	ENST00000369454
ENSECAG00000007382	ENST00000518322
ENSECAG00000007383	ENST00000343855
ENSECAG00000007384	ENST00000329286
ENSECAG00000007385	ENST00000367511
ENSECAG00000007385	ENST00000367511
ENSECAG00000007386	ENST00000229277
ENSECAG00000007388	ENST00000614107
ENSECAG00000007388	ENST00000409489
ENSECAG00000007389	ENST00000369160
ENSECAG00000007390	ENST00000626074
ENSECAG00000007391	ENST00000306434
ENSECAG00000007392	ENST00000322157
ENSECAG00000007393	ENST00000305123
ENSECAG00000007394	ENST00000341493
ENSECAG00000007395	ENST00000435205
ENSECAG00000007396	ENST00000371447
ENSECAG00000007397	ENST00000492277
ENSECAG00000007398	ENST00000623963
ENSECAG00000007399	ENST00000524943
ENSECAG00000007400	ENST00000367162
ENSECAG00000007401	ENST00000611695
ENSECAG00000026852	ENST00000513541
ENSECAG00000007403	ENST00000395451
ENSECAG00000007404	ENST00000308736
ENSECAG00000007405	ENST00000357366
ENSECAG00000007406	ENST00000383654
ENSECAG00000007407	ENST00000261835
ENSECAG00000007408	ENST00000329542
ENSECAG00000007408	ENST00000329542
ENSECAG00000007409	ENST00000404190
ENSECAG00000007410	ENST00000318522
ENSECAG00000007411	ENST00000610020
ENSECAG00000007412	ENST00000587142
ENSECAG00000007413	ENST00000357366
ENSECAG00000007414	ENST00000369146
ENSECAG00000007415	ENST00000263650
ENSECAG00000007416	ENST00000502646
ENSECAG00000007417	ENST00000464910
ENSECAG00000007418	ENST00000289269
ENSECAG00000007419	ENST00000318158
ENSECAG00000007420	ENST00000620364
ENSECAG00000007420	ENST00000620364
ENSECAG00000007422	ENST00000361217
ENSECAG00000007423	ENST00000328086
ENSECAG00000007424	ENST00000623963
ENSECAG00000007426	ENST00000379516
ENSECAG00000007427	ENST00000355557
ENSECAG00000007428	ENST00000619481
ENSECAG00000007429	ENST00000398030
ENSECAG00000007431	ENST00000310430
ENSECAG00000007432	ENST00000306051
ENSECAG00000007434	ENST00000368744
ENSECAG00000007435	ENST00000381129
ENSECAG00000007436	ENST00000402563
ENSECAG00000007438	ENST00000259750
ENSECAG00000007439	ENST00000293190
ENSECAG00000007441	ENST00000346872
ENSECAG00000007442	ENST00000395065
ENSECAG00000007444	ENST00000592280
ENSECAG00000007445	ENST00000449416
ENSECAG00000007446	ENST00000251143
ENSECAG00000007447	ENST00000356476
ENSECAG00000007449	ENST00000374218
ENSECAG00000007450	ENST00000307098
ENSECAG00000007451	ENST00000623963
ENSECAG00000007452	ENST00000309403
ENSECAG00000007453	ENST00000620225
ENSECAG00000007455	ENST00000344227
ENSECAG00000007457	ENST00000303910
ENSECAG00000007458	ENST00000328051
ENSECAG00000007459	ENST00000280871
ENSECAG00000007460	ENST00000421160
ENSECAG00000007461	ENST00000318471
ENSECAG00000007462	ENST00000366691
ENSECAG00000007463	ENST00000530810
ENSECAG00000007464	ENST00000304567
ENSECAG00000007465	ENST00000441174
ENSECAG00000007466	ENST00000373088
ENSECAG00000007467	ENST00000337331
ENSECAG00000007468	ENST00000278187
ENSECAG00000007470	ENST00000251496
ENSECAG00000007471	ENST00000383832
ENSECAG00000007471	ENST00000383831
ENSECAG00000007472	ENST00000244623
ENSECAG00000007474	ENST00000599029
ENSECAG00000007476	ENST00000393580
ENSECAG00000007477	ENST00000635146
ENSECAG00000007479	ENST00000315436
ENSECAG00000007479	ENST00000535496
ENSECAG00000007480	ENST00000308521
ENSECAG00000007481	ENST00000361833
ENSECAG00000007482	ENST00000367021
ENSECAG00000007483	ENST00000229179
ENSECAG00000007483	ENST00000229179
ENSECAG00000007484	ENST00000454679
ENSECAG00000007486	ENST00000566157
ENSECAG00000007487	ENST00000380026
ENSECAG00000007489	ENST00000318666
ENSECAG00000007490	ENST00000487078
ENSECAG00000007491	ENST00000454776
ENSECAG00000007492	ENST00000296662
ENSECAG00000007493	ENST00000439576
ENSECAG00000007494	ENST00000455694
ENSECAG00000007495	ENST00000609421
ENSECAG00000007496	ENST00000302581
ENSECAG00000007497	ENST00000390400
ENSECAG00000007498	ENST00000274000
ENSECAG00000007499	ENST00000394573
ENSECAG00000007500	ENST00000589913
ENSECAG00000007503	ENST00000605587
ENSECAG00000007504	ENST00000611462
ENSECAG00000007505	ENST00000376509
ENSECAG00000007506	ENST00000441192
ENSECAG00000007507	ENST00000331858
ENSECAG00000007508	ENST00000393593
ENSECAG00000007509	ENST00000308302
ENSECAG00000007510	ENST00000314612
ENSECAG00000007511	ENST00000394945
ENSECAG00000007512	ENST00000366552
ENSECAG00000007513	ENST00000297185
ENSECAG00000007514	ENST00000393774
ENSECAG00000007517	ENST00000229771
ENSECAG00000007518	ENST00000308660
ENSECAG00000007519	ENST00000435159
ENSECAG00000007520	ENST00000295240
ENSECAG00000007521	ENST00000216840
ENSECAG00000007522	ENST00000246024
ENSECAG00000007524	ENST00000370110
ENSECAG00000007525	ENST00000292476
ENSECAG00000007526	ENST00000610905
ENSECAG00000007527	ENST00000388820
ENSECAG00000007527	ENST00000388820
ENSECAG00000007528	ENST00000379435
ENSECAG00000007529	ENST00000626074
ENSECAG00000007530	ENST00000242729
ENSECAG00000007531	ENST00000314634
ENSECAG00000007532	ENST00000619188
ENSECAG00000007533	ENST00000313543
ENSECAG00000007534	ENST00000332298
ENSECAG00000007536	ENST00000545134
ENSECAG00000007537	ENST00000623963
ENSECAG00000007539	ENST00000618210
ENSECAG00000007539	ENST00000611448
ENSECAG00000007540	ENST00000310193
ENSECAG00000007541	ENST00000393784
ENSECAG00000007542	ENST00000304527
ENSECAG00000007543	ENST00000269025
ENSECAG00000007545	ENST00000279022
ENSECAG00000007548	ENST00000391869
ENSECAG00000007549	ENST00000419234
ENSECAG00000007550	ENST00000548136
ENSECAG00000007551	ENST00000334679
ENSECAG00000007552	ENST00000388988
ENSECAG00000007554	ENST00000308317
ENSECAG00000007555	ENST00000315073
ENSECAG00000007556	ENST00000291842
ENSECAG00000007557	ENST00000609104
ENSECAG00000007559	ENST00000354981
ENSECAG00000007560	ENST00000357559
ENSECAG00000007561	ENST00000623963
ENSECAG00000007562	ENST00000374298
ENSECAG00000007563	ENST00000317905
ENSECAG00000007563	ENST00000317905
ENSECAG00000007563	ENST00000317905
ENSECAG00000007564	ENST00000579512
ENSECAG00000007565	ENST00000399232
ENSECAG00000007567	ENST00000328188
ENSECAG00000007569	ENST00000284287
ENSECAG00000007571	ENST00000220809
ENSECAG00000007573	ENST00000379263
ENSECAG00000007574	ENST00000374791
ENSECAG00000007575	ENST00000354597
ENSECAG00000007576	ENST00000546893
ENSECAG00000007577	ENST00000359511
ENSECAG00000007578	ENST00000279791
ENSECAG00000007579	ENST00000450824
ENSECAG00000007580	ENST00000326446
ENSECAG00000007581	ENST00000227474
ENSECAG00000007582	ENST00000313543
ENSECAG00000007583	ENST00000292430
ENSECAG00000007584	ENST00000303230
ENSECAG00000007586	ENST00000524943
ENSECAG00000007588	ENST00000244869
ENSECAG00000007589	ENST00000296181
ENSECAG00000007591	ENST00000312240
ENSECAG00000007592	ENST00000462790
ENSECAG00000007595	ENST00000272643
ENSECAG00000007596	ENST00000275820
ENSECAG00000007597	ENST00000334636
ENSECAG00000007598	ENST00000223293
ENSECAG00000007599	ENST00000396751
ENSECAG00000007600	ENST00000270176
ENSECAG00000007601	ENST00000372068
ENSECAG00000007602	ENST00000367576
ENSECAG00000007603	ENST00000328794
ENSECAG00000007604	ENST00000312253
ENSECAG00000007605	ENST00000389506
ENSECAG00000007606	ENST00000373640
ENSECAG00000007608	ENST00000399271
ENSECAG00000007609	ENST00000330387
ENSECAG00000007610	ENST00000579849
ENSECAG00000007611	ENST00000392634
ENSECAG00000007611	ENST00000392634
ENSECAG00000007612	ENST00000257905
ENSECAG00000007613	ENST00000579512
ENSECAG00000007615	ENST00000543175
ENSECAG00000007616	ENST00000354597
ENSECAG00000007618	ENST00000395288
ENSECAG00000007619	ENST00000395629
ENSECAG00000007620	ENST00000265036
ENSECAG00000007621	ENST00000267622
ENSECAG00000007622	ENST00000279791
ENSECAG00000007623	ENST00000582621
ENSECAG00000007624	ENST00000388781
ENSECAG00000007625	ENST00000431067
ENSECAG00000007626	ENST00000443517
ENSECAG00000007627	ENST00000368765
ENSECAG00000007628	ENST00000217386
ENSECAG00000007629	ENST00000376980
ENSECAG00000007630	ENST00000356476
ENSECAG00000007631	ENST00000418316
ENSECAG00000007634	ENST00000420306
ENSECAG00000007635	ENST00000312475
ENSECAG00000007637	ENST00000438520
ENSECAG00000007638	ENST00000362002
ENSECAG00000007640	ENST00000611820
ENSECAG00000007640	ENST00000377967
ENSECAG00000007641	ENST00000302572
ENSECAG00000007642	ENST00000316649
ENSECAG00000007644	ENST00000335181
ENSECAG00000007645	ENST00000558367
ENSECAG00000007646	ENST00000312521
ENSECAG00000007647	ENST00000264828
ENSECAG00000007647	ENST00000264828
ENSECAG00000007647	ENST00000264828
ENSECAG00000023537	ENST00000617179
ENSECAG00000023537	ENST00000256190
ENSECAG00000023537	ENST00000617179
ENSECAG00000026946	ENST00000221494
ENSECAG00000007649	ENST00000281722
ENSECAG00000007650	ENST00000358432
ENSECAG00000007651	ENST00000307632
ENSECAG00000007653	ENST00000361720
ENSECAG00000007654	ENST00000335420
ENSECAG00000007655	ENST00000527788
ENSECAG00000007656	ENST00000316577
ENSECAG00000007657	ENST00000261674
ENSECAG00000007658	ENST00000265052
ENSECAG00000007659	ENST00000513104
ENSECAG00000007660	ENST00000409773
ENSECAG00000007660	ENST00000409317
ENSECAG00000007661	ENST00000539421
ENSECAG00000007663	ENST00000358647
ENSECAG00000007664	ENST00000606109
ENSECAG00000007665	ENST00000261461
ENSECAG00000007666	ENST00000338625
ENSECAG00000007667	ENST00000625024
ENSECAG00000007668	ENST00000358647
ENSECAG00000007669	ENST00000252797
ENSECAG00000007670	ENST00000295379
ENSECAG00000007671	ENST00000539276
ENSECAG00000007671	ENST00000539276
ENSECAG00000007672	ENST00000350027
ENSECAG00000007673	ENST00000342878
ENSECAG00000007674	ENST00000335894
ENSECAG00000007676	ENST00000291386
ENSECAG00000007677	ENST00000390243
ENSECAG00000007679	ENST00000318050
ENSECAG00000007680	ENST00000396682
ENSECAG00000007681	ENST00000255945
ENSECAG00000007682	ENST00000376547
ENSECAG00000007683	ENST00000358207
ENSECAG00000007684	ENST00000317370
ENSECAG00000007685	ENST00000314612
ENSECAG00000007686	ENST00000220676
ENSECAG00000007687	ENST00000366956
ENSECAG00000007688	ENST00000341901
ENSECAG00000007689	ENST00000222266
ENSECAG00000007690	ENST00000604641
ENSECAG00000007691	ENST00000454109
ENSECAG00000007692	ENST00000378043
ENSECAG00000007692	ENST00000378043
ENSECAG00000007693	ENST00000318050
ENSECAG00000007694	ENST00000278980
ENSECAG00000007696	ENST00000368910
ENSECAG00000007697	ENST00000377401
ENSECAG00000007698	ENST00000531380
ENSECAG00000007699	ENST00000310194
ENSECAG00000007700	ENST00000356208
ENSECAG00000007701	ENST00000393217
ENSECAG00000007702	ENST00000343053
ENSECAG00000007703	ENST00000415083
ENSECAG00000007704	ENST00000336985
ENSECAG00000007705	ENST00000298642
ENSECAG00000007706	ENST00000371015
ENSECAG00000007707	ENST00000376573
ENSECAG00000007708	ENST00000227348
ENSECAG00000007709	ENST00000002829
ENSECAG00000007711	ENST00000336356
ENSECAG00000007712	ENST00000310194
ENSECAG00000007714	ENST00000308423
ENSECAG00000007716	ENST00000269298
ENSECAG00000007717	ENST00000392271
ENSECAG00000007718	ENST00000395211
ENSECAG00000007719	ENST00000310194
ENSECAG00000007720	ENST00000544374
ENSECAG00000007722	ENST00000632432
ENSECAG00000007723	ENST00000393674
ENSECAG00000007725	ENST00000408947
ENSECAG00000007726	ENST00000333467
ENSECAG00000007727	ENST00000392062
ENSECAG00000007728	ENST00000310194
ENSECAG00000007730	ENST00000299432
ENSECAG00000007731	ENST00000356433
ENSECAG00000007734	ENST00000319471
ENSECAG00000007734	ENST00000393528
ENSECAG00000007734	ENST00000393528
ENSECAG00000007735	ENST00000623472
ENSECAG00000007736	ENST00000219320
ENSECAG00000007737	ENST00000449726
ENSECAG00000007738	ENST00000320865
ENSECAG00000007739	ENST00000631835
ENSECAG00000007740	ENST00000295934
ENSECAG00000007741	ENST00000531165
ENSECAG00000007742	ENST00000408041
ENSECAG00000007743	ENST00000534358
ENSECAG00000007744	ENST00000565733
ENSECAG00000007745	ENST00000223073
ENSECAG00000007746	ENST00000418460
ENSECAG00000007747	ENST00000378752
ENSECAG00000007747	ENST00000378752
ENSECAG00000007748	ENST00000398253
ENSECAG00000007749	ENST00000310194
ENSECAG00000007750	ENST00000445218
ENSECAG00000007751	ENST00000360310
ENSECAG00000007751	ENST00000360310
ENSECAG00000007752	ENST00000344839
ENSECAG00000007753	ENST00000371125
ENSECAG00000007754	ENST00000289429
ENSECAG00000007755	ENST00000617136
ENSECAG00000007757	ENST00000379221
ENSECAG00000007758	ENST00000340360
ENSECAG00000007760	ENST00000254480
ENSECAG00000007761	ENST00000280904
ENSECAG00000007762	ENST00000309784
ENSECAG00000007763	ENST00000484298
ENSECAG00000007764	ENST00000623472
ENSECAG00000007767	ENST00000379638
ENSECAG00000007768	ENST00000533498
ENSECAG00000007769	ENST00000310194
ENSECAG00000007770	ENST00000288985
ENSECAG00000007770	ENST00000288985
ENSECAG00000007772	ENST00000320767
ENSECAG00000007773	ENST00000372759
ENSECAG00000007774	ENST00000414417
ENSECAG00000007775	ENST00000314612
ENSECAG00000007776	ENST00000401977
ENSECAG00000007777	ENST00000362042
ENSECAG00000007778	ENST00000361677
ENSECAG00000007779	ENST00000274813
ENSECAG00000007780	ENST00000227638
ENSECAG00000007781	ENST00000442287
ENSECAG00000007783	ENST00000598776
ENSECAG00000007784	ENST00000573911
ENSECAG00000007785	ENST00000356476
ENSECAG00000007786	ENST00000410029
ENSECAG00000007787	ENST00000312239
ENSECAG00000007788	ENST00000306384
ENSECAG00000007789	ENST00000349959
ENSECAG00000007790	ENST00000314612
ENSECAG00000007791	ENST00000575948
ENSECAG00000007792	ENST00000262726
ENSECAG00000007794	ENST00000299424
ENSECAG00000007795	ENST00000379852
ENSECAG00000007796	ENST00000544642
ENSECAG00000007797	ENST00000263121
ENSECAG00000007798	ENST00000543262
