ENSECAT00000000009	ENST00000359429
ENSECAT00000007318	ENST00000340258
ENSECAT00000007055	ENST00000612174
ENSECAT00000007168	ENST00000260383
ENSECAT00000007059	ENST00000272424
ENSECAT00000007049	ENST00000326153
ENSECAT00000007597	ENST00000374199
ENSECAT00000007087	ENST00000357366
ENSECAT00000007074	ENST00000318666
ENSECAT00000007073	ENST00000536005
ENSECAT00000007174	ENST00000281471
ENSECAT00000007478	ENST00000389048
ENSECAT00000007201	ENST00000274569
ENSECAT00000007144	ENST00000258098
ENSECAT00000007068	ENST00000373110
ENSECAT00000007363	ENST00000313221
ENSECAT00000007104	ENST00000417314
ENSECAT00000007082	ENST00000377266
ENSECAT00000007270	ENST00000262961
ENSECAT00000007344	ENST00000262961
ENSECAT00000007100	ENST00000302124
ENSECAT00000007125	ENST00000312345
ENSECAT00000007076	ENST00000372994
ENSECAT00000007523	ENST00000367328
ENSECAT00000007575	ENST00000367328
ENSECAT00000007808	ENST00000370597
ENSECAT00000007357	ENST00000357332
ENSECAT00000007806	ENST00000345716
ENSECAT00000007574	ENST00000330062
ENSECAT00000007118	ENST00000614798
ENSECAT00000007102	ENST00000394621
ENSECAT00000007093	ENST00000318666
ENSECAT00000007150	ENST00000595392
ENSECAT00000007450	ENST00000252934
ENSECAT00000007240	ENST00000317568
ENSECAT00000007268	ENST00000317568
ENSECAT00000007710	ENST00000634901
ENSECAT00000007767	ENST00000372948
ENSECAT00000007266	ENST00000354429
ENSECAT00000007138	ENST00000623963
ENSECAT00000007119	ENST00000616243
ENSECAT00000007101	ENST00000315683
ENSECAT00000007110	ENST00000263856
ENSECAT00000007454	ENST00000275233
ENSECAT00000007474	ENST00000330838
ENSECAT00000007555	ENST00000358602
ENSECAT00000007111	ENST00000375024
ENSECAT00000007123	ENST00000261374
ENSECAT00000007792	ENST00000628182
ENSECAT00000007139	ENST00000451794
ENSECAT00000007216	ENST00000562206
ENSECAT00000007801	ENST00000359032
ENSECAT00000007814	ENST00000354293
ENSECAT00000007106	ENST00000302610
ENSECAT00000007122	ENST00000382238
ENSECAT00000007127	ENST00000378396
ENSECAT00000007398	ENST00000370830
ENSECAT00000007128	ENST00000249014
ENSECAT00000007121	ENST00000302610
ENSECAT00000007120	ENST00000598976
ENSECAT00000008034	ENST00000398130
ENSECAT00000008044	ENST00000398130
ENSECAT00000007133	ENST00000318124
ENSECAT00000007131	ENST00000318666
ENSECAT00000007257	ENST00000313766
ENSECAT00000007124	ENST00000408979
ENSECAT00000008062	ENST00000532820
ENSECAT00000008090	ENST00000254235
ENSECAT00000007345	ENST00000266070
ENSECAT00000007797	ENST00000452371
ENSECAT00000007469	ENST00000270112
ENSECAT00000007164	ENST00000313033
ENSECAT00000008075	ENST00000389561
ENSECAT00000008091	ENST00000389561
ENSECAT00000008117	ENST00000389561
ENSECAT00000007305	ENST00000409878
ENSECAT00000007135	ENST00000312345
ENSECAT00000007137	ENST00000315693
ENSECAT00000008032	ENST00000331105
ENSECAT00000007159	ENST00000318666
ENSECAT00000007206	ENST00000254227
ENSECAT00000007483	ENST00000373095
ENSECAT00000007420	ENST00000336184
ENSECAT00000007149	ENST00000408979
ENSECAT00000007188	ENST00000312345
ENSECAT00000007154	ENST00000622436
ENSECAT00000007167	ENST00000371274
ENSECAT00000007447	ENST00000527284
ENSECAT00000007435	ENST00000427924
ENSECAT00000007691	ENST00000611678
ENSECAT00000008543	ENST00000271588
ENSECAT00000008627	ENST00000271588
ENSECAT00000007187	ENST00000444920
ENSECAT00000007274	ENST00000369883
ENSECAT00000007170	ENST00000425382
ENSECAT00000007300	ENST00000298746
ENSECAT00000007333	ENST00000298746
ENSECAT00000007304	ENST00000263672
ENSECAT00000007153	ENST00000408979
ENSECAT00000007230	ENST00000219097
ENSECAT00000007432	ENST00000307792
ENSECAT00000007178	ENST00000301039
ENSECAT00000007176	ENST00000333973
ENSECAT00000007161	ENST00000408979
ENSECAT00000007913	ENST00000373275
ENSECAT00000007169	ENST00000318666
ENSECAT00000007569	ENST00000634561
ENSECAT00000007308	ENST00000265866
ENSECAT00000007198	ENST00000281950
ENSECAT00000008088	ENST00000442510
ENSECAT00000007229	ENST00000303910
ENSECAT00000007825	ENST00000293780
ENSECAT00000007390	ENST00000541587
ENSECAT00000007284	ENST00000221972
ENSECAT00000007741	ENST00000199389
ENSECAT00000007315	ENST00000396957
ENSECAT00000007254	ENST00000524943
ENSECAT00000007185	ENST00000544374
ENSECAT00000007209	ENST00000557385
ENSECAT00000007493	ENST00000319380
ENSECAT00000007519	ENST00000369552
ENSECAT00000007195	ENST00000315947
ENSECAT00000007651	ENST00000340342
ENSECAT00000007280	ENST00000358431
ENSECAT00000007592	ENST00000436730
ENSECAT00000008177	ENST00000308284
ENSECAT00000007220	ENST00000262138
ENSECAT00000007237	ENST00000262138
ENSECAT00000007265	ENST00000307139
ENSECAT00000007259	ENST00000305159
ENSECAT00000007213	ENST00000326431
ENSECAT00000007235	ENST00000570683
ENSECAT00000007203	ENST00000446524
ENSECAT00000007261	ENST00000372852
ENSECAT00000007251	ENST00000367763
ENSECAT00000007459	ENST00000521389
ENSECAT00000007264	ENST00000309562
ENSECAT00000007533	ENST00000264245
ENSECAT00000007430	ENST00000266517
ENSECAT00000007273	ENST00000392415
ENSECAT00000007222	ENST00000422556
ENSECAT00000007218	ENST00000313341
ENSECAT00000007228	ENST00000358711
ENSECAT00000007231	ENST00000366615
ENSECAT00000007733	ENST00000398568
ENSECAT00000007299	ENST00000539905
ENSECAT00000007359	ENST00000288943
ENSECAT00000007311	ENST00000302609
ENSECAT00000008494	ENST00000306052
ENSECAT00000008495	ENST00000306052
ENSECAT00000008413	ENST00000577390
ENSECAT00000007370	ENST00000458497
ENSECAT00000007419	ENST00000458497
ENSECAT00000007738	ENST00000409031
ENSECAT00000007745	ENST00000370589
ENSECAT00000007411	ENST00000244061
ENSECAT00000007253	ENST00000398030
ENSECAT00000007537	ENST00000409058
ENSECAT00000007553	ENST00000409662
ENSECAT00000007444	ENST00000440961
ENSECAT00000007247	ENST00000408979
ENSECAT00000007241	ENST00000316554
ENSECAT00000007376	ENST00000631466
ENSECAT00000007275	ENST00000626074
ENSECAT00000007252	ENST00000631690
ENSECAT00000007768	ENST00000322349
ENSECAT00000007277	ENST00000310248
ENSECAT00000007272	ENST00000238628
ENSECAT00000007882	ENST00000377122
ENSECAT00000007503	ENST00000340370
ENSECAT00000007692	ENST00000635123
ENSECAT00000007263	ENST00000258457
ENSECAT00000007559	ENST00000366653
ENSECAT00000007255	ENST00000632910
ENSECAT00000007267	ENST00000493325
ENSECAT00000008218	ENST00000405201
ENSECAT00000007278	ENST00000331523
ENSECAT00000007413	ENST00000428675
ENSECAT00000007417	ENST00000233336
ENSECAT00000008819	ENST00000422643
ENSECAT00000008510	ENST00000338585
ENSECAT00000008517	ENST00000370576
ENSECAT00000008602	ENST00000414978
ENSECAT00000007328	ENST00000524943
ENSECAT00000007269	ENST00000532414
ENSECAT00000007279	ENST00000243964
ENSECAT00000007381	ENST00000342066
ENSECAT00000007785	ENST00000376387
ENSECAT00000007309	ENST00000338882
ENSECAT00000007303	ENST00000366618
ENSECAT00000007271	ENST00000408906
ENSECAT00000007314	ENST00000315947
ENSECAT00000007346	ENST00000614654
ENSECAT00000007851	ENST00000284425
ENSECAT00000007910	ENST00000284425
ENSECAT00000007399	ENST00000397317
ENSECAT00000007325	ENST00000434372
ENSECAT00000007297	ENST00000368318
ENSECAT00000028869	ENST00000429029
ENSECAT00000007748	ENST00000279036
ENSECAT00000007520	ENST00000274979
ENSECAT00000007369	ENST00000055335
ENSECAT00000007288	ENST00000302572
ENSECAT00000007349	ENST00000310194
ENSECAT00000007350	ENST00000290607
ENSECAT00000007964	ENST00000255448
ENSECAT00000007759	ENST00000570200
ENSECAT00000007877	ENST00000319194
ENSECAT00000007402	ENST00000421325
ENSECAT00000007464	ENST00000632584
ENSECAT00000007295	ENST00000631557
ENSECAT00000007324	ENST00000313447
ENSECAT00000028974	ENST00000505337
ENSECAT00000007382	ENST00000375129
ENSECAT00000007529	ENST00000595531
ENSECAT00000007427	ENST00000412716
ENSECAT00000008115	ENST00000354700
ENSECAT00000007326	ENST00000356476
ENSECAT00000007321	ENST00000289749
ENSECAT00000007327	ENST00000305159
ENSECAT00000007323	ENST00000325844
ENSECAT00000007342	ENST00000332375
ENSECAT00000007379	ENST00000289316
ENSECAT00000007930	ENST00000227524
ENSECAT00000008143	ENST00000370390
ENSECAT00000007373	ENST00000306318
ENSECAT00000007341	ENST00000367194
ENSECAT00000009732	ENST00000605930
ENSECAT00000007494	ENST00000233957
ENSECAT00000008116	ENST00000415953
ENSECAT00000007335	ENST00000274711
ENSECAT00000007320	ENST00000319813
ENSECAT00000007577	ENST00000270066
ENSECAT00000007508	ENST00000367714
ENSECAT00000007524	ENST00000361092
ENSECAT00000008147	ENST00000394553
ENSECAT00000007511	ENST00000622235
ENSECAT00000007392	ENST00000302231
ENSECAT00000007352	ENST00000302581
ENSECAT00000007364	ENST00000368399
ENSECAT00000007378	ENST00000341493
ENSECAT00000029089	ENST00000458350
ENSECAT00000007724	ENST00000244426
ENSECAT00000007596	ENST00000296468
ENSECAT00000007394	ENST00000302783
ENSECAT00000007628	ENST00000393370
ENSECAT00000007372	ENST00000329967
ENSECAT00000007708	ENST00000372764
ENSECAT00000007405	ENST00000302874
ENSECAT00000028875	ENST00000502346
ENSECAT00000007497	ENST00000368924
ENSECAT00000007440	ENST00000215912
ENSECAT00000007770	ENST00000422340
ENSECAT00000007468	ENST00000335099
ENSECAT00000007495	ENST00000290200
ENSECAT00000007391	ENST00000273067
ENSECAT00000007361	ENST00000579512
ENSECAT00000007946	ENST00000287727
ENSECAT00000007990	ENST00000287727
ENSECAT00000007385	ENST00000449653
ENSECAT00000007861	ENST00000370752
ENSECAT00000007531	ENST00000360509
ENSECAT00000007545	ENST00000557913
ENSECAT00000007702	ENST00000310194
ENSECAT00000007979	ENST00000312912
ENSECAT00000007377	ENST00000302581
ENSECAT00000008181	ENST00000277865
ENSECAT00000007414	ENST00000168148
ENSECAT00000007590	ENST00000355371
ENSECAT00000007926	ENST00000377350
ENSECAT00000007386	ENST00000586135
ENSECAT00000007919	ENST00000396578
ENSECAT00000007660	ENST00000353487
ENSECAT00000007368	ENST00000557040
ENSECAT00000007395	ENST00000525550
ENSECAT00000007375	ENST00000369454
ENSECAT00000007598	ENST00000518322
ENSECAT00000007374	ENST00000343855
ENSECAT00000007418	ENST00000329286
ENSECAT00000007658	ENST00000367511
ENSECAT00000007693	ENST00000367511
ENSECAT00000007911	ENST00000229277
ENSECAT00000008188	ENST00000614107
ENSECAT00000008220	ENST00000409489
ENSECAT00000007433	ENST00000369160
ENSECAT00000007439	ENST00000626074
ENSECAT00000007620	ENST00000306434
ENSECAT00000008014	ENST00000322157
ENSECAT00000007429	ENST00000305123
ENSECAT00000007383	ENST00000341493
ENSECAT00000007480	ENST00000435205
ENSECAT00000008880	ENST00000371447
ENSECAT00000007506	ENST00000492277
ENSECAT00000007397	ENST00000623963
ENSECAT00000007481	ENST00000524943
ENSECAT00000007721	ENST00000367162
ENSECAT00000007735	ENST00000611695
ENSECAT00000028971	ENST00000513541
ENSECAT00000007412	ENST00000395451
ENSECAT00000007788	ENST00000308736
ENSECAT00000007400	ENST00000357366
ENSECAT00000007409	ENST00000383654
ENSECAT00000008145	ENST00000261835
ENSECAT00000008385	ENST00000329542
ENSECAT00000008433	ENST00000329542
ENSECAT00000007415	ENST00000404190
ENSECAT00000008379	ENST00000318522
ENSECAT00000007616	ENST00000610020
ENSECAT00000007406	ENST00000587142
ENSECAT00000007485	ENST00000357366
ENSECAT00000007860	ENST00000369146
ENSECAT00000007452	ENST00000263650
ENSECAT00000007426	ENST00000502646
ENSECAT00000007467	ENST00000464910
ENSECAT00000007407	ENST00000289269
ENSECAT00000007453	ENST00000318158
ENSECAT00000007855	ENST00000620364
ENSECAT00000007859	ENST00000620364
ENSECAT00000007747	ENST00000361217
ENSECAT00000007530	ENST00000328086
ENSECAT00000007416	ENST00000623963
ENSECAT00000007945	ENST00000379516
ENSECAT00000007449	ENST00000355557
ENSECAT00000007423	ENST00000619481
ENSECAT00000007424	ENST00000398030
ENSECAT00000007578	ENST00000310430
ENSECAT00000007428	ENST00000306051
ENSECAT00000007431	ENST00000368744
ENSECAT00000007458	ENST00000381129
ENSECAT00000007438	ENST00000402563
ENSECAT00000007473	ENST00000259750
ENSECAT00000007463	ENST00000293190
ENSECAT00000007646	ENST00000346872
ENSECAT00000007561	ENST00000395065
ENSECAT00000007540	ENST00000592280
ENSECAT00000007504	ENST00000449416
ENSECAT00000008938	ENST00000251143
ENSECAT00000007442	ENST00000356476
ENSECAT00000007546	ENST00000374218
ENSECAT00000007443	ENST00000307098
ENSECAT00000007471	ENST00000623963
ENSECAT00000007487	ENST00000309403
ENSECAT00000007854	ENST00000620225
ENSECAT00000007736	ENST00000344227
ENSECAT00000007522	ENST00000303910
ENSECAT00000007448	ENST00000328051
ENSECAT00000007554	ENST00000280871
ENSECAT00000007564	ENST00000421160
ENSECAT00000007475	ENST00000318471
ENSECAT00000007674	ENST00000366691
ENSECAT00000007457	ENST00000530810
ENSECAT00000007941	ENST00000304567
ENSECAT00000007648	ENST00000441174
ENSECAT00000007539	ENST00000373088
ENSECAT00000008105	ENST00000337331
ENSECAT00000007548	ENST00000278187
ENSECAT00000008064	ENST00000251496
ENSECAT00000008771	ENST00000383832
ENSECAT00000008909	ENST00000383831
ENSECAT00000007624	ENST00000244623
ENSECAT00000007665	ENST00000599029
ENSECAT00000007605	ENST00000393580
ENSECAT00000007527	ENST00000635146
ENSECAT00000007800	ENST00000315436
ENSECAT00000007827	ENST00000535496
ENSECAT00000007492	ENST00000308521
ENSECAT00000008170	ENST00000361833
ENSECAT00000007675	ENST00000367021
ENSECAT00000008430	ENST00000229179
ENSECAT00000008498	ENST00000229179
ENSECAT00000007489	ENST00000454679
ENSECAT00000007718	ENST00000566157
ENSECAT00000007589	ENST00000380026
ENSECAT00000007518	ENST00000318666
ENSECAT00000007707	ENST00000487078
ENSECAT00000007632	ENST00000454776
ENSECAT00000007491	ENST00000296662
ENSECAT00000007976	ENST00000439576
ENSECAT00000007532	ENST00000455694
ENSECAT00000007749	ENST00000609421
ENSECAT00000007563	ENST00000302581
ENSECAT00000007496	ENST00000390400
ENSECAT00000007659	ENST00000274000
ENSECAT00000008520	ENST00000394573
ENSECAT00000007512	ENST00000589913
ENSECAT00000007526	ENST00000605587
ENSECAT00000007502	ENST00000611462
ENSECAT00000007615	ENST00000376509
ENSECAT00000007514	ENST00000441192
ENSECAT00000007509	ENST00000331858
ENSECAT00000007884	ENST00000393593
ENSECAT00000007565	ENST00000308302
ENSECAT00000007516	ENST00000314612
ENSECAT00000007534	ENST00000394945
ENSECAT00000008008	ENST00000366552
ENSECAT00000007980	ENST00000297185
ENSECAT00000007584	ENST00000393774
ENSECAT00000007685	ENST00000229771
ENSECAT00000007639	ENST00000308660
ENSECAT00000007567	ENST00000435159
ENSECAT00000007889	ENST00000295240
ENSECAT00000008097	ENST00000216840
ENSECAT00000007637	ENST00000246024
ENSECAT00000007601	ENST00000370110
ENSECAT00000007813	ENST00000292476
ENSECAT00000007701	ENST00000610905
ENSECAT00000008144	ENST00000388820
ENSECAT00000008283	ENST00000388820
ENSECAT00000007521	ENST00000379435
ENSECAT00000007560	ENST00000626074
ENSECAT00000007580	ENST00000242729
ENSECAT00000007542	ENST00000314634
ENSECAT00000007999	ENST00000619188
ENSECAT00000007556	ENST00000313543
ENSECAT00000007732	ENST00000332298
ENSECAT00000007687	ENST00000545134
ENSECAT00000007550	ENST00000623963
ENSECAT00000008800	ENST00000618210
ENSECAT00000009109	ENST00000611448
ENSECAT00000007698	ENST00000310193
ENSECAT00000007756	ENST00000393784
ENSECAT00000007966	ENST00000304527
ENSECAT00000007653	ENST00000269025
ENSECAT00000007656	ENST00000279022
ENSECAT00000007582	ENST00000391869
ENSECAT00000007950	ENST00000419234
ENSECAT00000007557	ENST00000548136
ENSECAT00000007614	ENST00000334679
ENSECAT00000007647	ENST00000388988
ENSECAT00000007843	ENST00000308317
ENSECAT00000007720	ENST00000315073
ENSECAT00000008093	ENST00000291842
ENSECAT00000007683	ENST00000609104
ENSECAT00000008226	ENST00000354981
ENSECAT00000008225	ENST00000357559
ENSECAT00000007571	ENST00000623963
ENSECAT00000007573	ENST00000374298
ENSECAT00000008109	ENST00000317905
ENSECAT00000008256	ENST00000317905
ENSECAT00000008344	ENST00000317905
ENSECAT00000007576	ENST00000579512
ENSECAT00000007899	ENST00000399232
ENSECAT00000007629	ENST00000328188
ENSECAT00000007568	ENST00000284287
ENSECAT00000008239	ENST00000220809
ENSECAT00000008284	ENST00000379263
ENSECAT00000007604	ENST00000374791
ENSECAT00000007579	ENST00000354597
ENSECAT00000008246	ENST00000546893
ENSECAT00000007593	ENST00000359511
ENSECAT00000007585	ENST00000279791
ENSECAT00000008159	ENST00000450824
ENSECAT00000007599	ENST00000326446
ENSECAT00000007652	ENST00000227474
ENSECAT00000007594	ENST00000313543
ENSECAT00000007583	ENST00000292430
ENSECAT00000007631	ENST00000303230
ENSECAT00000007603	ENST00000524943
ENSECAT00000007654	ENST00000244869
ENSECAT00000008607	ENST00000296181
ENSECAT00000007612	ENST00000312240
ENSECAT00000007627	ENST00000462790
ENSECAT00000007751	ENST00000272643
ENSECAT00000007782	ENST00000275820
ENSECAT00000007831	ENST00000334636
ENSECAT00000007609	ENST00000223293
ENSECAT00000007635	ENST00000396751
ENSECAT00000008049	ENST00000270176
ENSECAT00000007700	ENST00000372068
ENSECAT00000007832	ENST00000367576
ENSECAT00000007661	ENST00000328794
ENSECAT00000007611	ENST00000312253
ENSECAT00000007799	ENST00000389506
ENSECAT00000007621	ENST00000373640
ENSECAT00000007669	ENST00000399271
ENSECAT00000007888	ENST00000330387
ENSECAT00000007879	ENST00000579849
ENSECAT00000008146	ENST00000392634
ENSECAT00000008215	ENST00000392634
ENSECAT00000007630	ENST00000257905
ENSECAT00000007626	ENST00000579512
ENSECAT00000007672	ENST00000543175
ENSECAT00000007664	ENST00000354597
ENSECAT00000007625	ENST00000395288
ENSECAT00000008067	ENST00000395629
ENSECAT00000007985	ENST00000265036
ENSECAT00000007937	ENST00000267622
ENSECAT00000007638	ENST00000279791
ENSECAT00000007642	ENST00000582621
ENSECAT00000007989	ENST00000388781
ENSECAT00000007857	ENST00000431067
ENSECAT00000007737	ENST00000443517
ENSECAT00000007633	ENST00000368765
ENSECAT00000007640	ENST00000217386
ENSECAT00000007975	ENST00000376980
ENSECAT00000007662	ENST00000356476
ENSECAT00000007680	ENST00000418316
ENSECAT00000007823	ENST00000420306
ENSECAT00000007778	ENST00000312475
ENSECAT00000007704	ENST00000438520
ENSECAT00000007729	ENST00000362002
ENSECAT00000008684	ENST00000611820
ENSECAT00000008686	ENST00000377967
ENSECAT00000007712	ENST00000302572
ENSECAT00000007784	ENST00000316649
ENSECAT00000008703	ENST00000335181
ENSECAT00000007649	ENST00000558367
ENSECAT00000007967	ENST00000312521
ENSECAT00000009738	ENST00000264828
ENSECAT00000009849	ENST00000264828
ENSECAT00000009856	ENST00000264828
ENSECAT00000026192	ENST00000617179
ENSECAT00000028901	ENST00000256190
ENSECAT00000025304	ENST00000617179
ENSECAT00000029107	ENST00000221494
ENSECAT00000007713	ENST00000281722
ENSECAT00000009174	ENST00000358432
ENSECAT00000007663	ENST00000307632
ENSECAT00000007936	ENST00000361720
ENSECAT00000008071	ENST00000335420
ENSECAT00000007668	ENST00000527788
ENSECAT00000007824	ENST00000316577
ENSECAT00000008149	ENST00000261674
ENSECAT00000007866	ENST00000265052
ENSECAT00000008761	ENST00000513104
ENSECAT00000008412	ENST00000409773
ENSECAT00000008417	ENST00000409317
ENSECAT00000007872	ENST00000539421
ENSECAT00000007667	ENST00000358647
ENSECAT00000007676	ENST00000606109
ENSECAT00000007987	ENST00000261461
ENSECAT00000007686	ENST00000338625
ENSECAT00000007689	ENST00000625024
ENSECAT00000007682	ENST00000358647
ENSECAT00000007705	ENST00000252797
ENSECAT00000007758	ENST00000295379
ENSECAT00000008186	ENST00000539276
ENSECAT00000008206	ENST00000539276
ENSECAT00000007894	ENST00000350027
ENSECAT00000007719	ENST00000342878
ENSECAT00000007918	ENST00000335894
ENSECAT00000007690	ENST00000291386
ENSECAT00000007753	ENST00000390243
ENSECAT00000007696	ENST00000318050
ENSECAT00000007841	ENST00000396682
ENSECAT00000007697	ENST00000255945
ENSECAT00000007725	ENST00000376547
ENSECAT00000008039	ENST00000358207
ENSECAT00000008549	ENST00000317370
ENSECAT00000007728	ENST00000314612
ENSECAT00000007761	ENST00000220676
ENSECAT00000008449	ENST00000366956
