ENSECAG00000000002	ENSG00000197713
ENSECAG00000003697	ENSG00000099308
ENSECAG00000003698	ENSG00000163159
ENSECAG00000003701	ENSG00000119973
ENSECAG00000003702	ENSG00000182566
ENSECAG00000003703	ENSG00000117215
ENSECAG00000003704	ENSG00000178826
ENSECAG00000003707	ENSG00000273547
ENSECAG00000003714	ENSG00000261984
ENSECAG00000003717	ENSG00000164743
ENSECAG00000003718	ENST00000624268
ENSECAG00000003721	ENSG00000171501
ENSECAG00000003722	ENSG00000196670
ENSECAG00000003723	ENSG00000186881
ENSECAG00000003725	ENSG00000197191
ENSECAG00000003727	ENSG00000164796
ENSECAG00000003733	ENSG00000234545
ENSECAG00000003734	ENSG00000211783
ENSECAG00000003735	ENST00000335144
ENSECAG00000003736	ENSG00000189241
ENSECAG00000003737	ENSG00000185385
ENSECAG00000003745	ENSG00000009413
ENSECAG00000003747	ENSG00000161807
ENSECAG00000003748	ENSG00000119943
ENSECAG00000003755	ENSG00000277161
ENSECAG00000003756	ENSG00000279906
ENSECAG00000003757	ENSG00000105679
ENSECAG00000003758	ENSG00000013563
ENSECAG00000003759	ENSG00000132405
ENSECAG00000003760	ENSG00000168807
ENSECAG00000003761	ENSG00000101493
ENSECAG00000003762	ENSG00000187857
ENSECAG00000003763	ENSG00000196787
ENSECAG00000003765	ENSG00000205581
ENSECAG00000003766	ENSG00000179271
ENSECAG00000003769	ENSG00000197756
ENSECAG00000003770	ENSG00000106144
ENSECAG00000003771	ENSG00000147873
ENSECAG00000003772	ENSG00000160570
ENSECAG00000003773	ENSG00000133808
ENSECAG00000003774	ENSG00000277633
ENSECAG00000003775	ENSG00000047849
ENSECAG00000003776	ENSG00000136960
ENSECAG00000003776	ENSG00000136960
ENSECAG00000003777	ENSG00000188558
ENSECAG00000003779	ENSG00000185053
ENSECAG00000003780	ENSG00000184933
ENSECAG00000003789	ENSG00000128045
ENSECAG00000003790	ENSG00000177963
ENSECAG00000003791	ENSG00000177463
ENSECAG00000003793	ENSG00000282624
ENSECAG00000003798	ENSG00000185821
ENSECAG00000003800	ENSG00000144648
ENSECAG00000003801	ENSG00000044115
ENSECAG00000003802	ENSG00000163501
ENSECAG00000003806	ENSG00000179626
ENSECAG00000003809	ENSG00000181616
ENSECAG00000003811	ENSG00000161807
ENSECAG00000003816	ENSG00000171223
ENSECAG00000003818	ENSG00000254834
ENSECAG00000003820	ENSG00000196787
ENSECAG00000003821	ENSG00000145934
ENSECAG00000003822	ENSG00000166192
ENSECAG00000003823	ENSG00000086061
ENSECAG00000003827	ENSG00000176230
ENSECAG00000003831	ENSG00000275932
ENSECAG00000003832	ENSG00000276167
ENSECAG00000003836	ENSG00000181350
ENSECAG00000003837	ENSG00000121966
ENSECAG00000003841	ENSG00000185231
ENSECAG00000003843	ENSG00000187857
ENSECAG00000003845	ENSG00000206503
ENSECAG00000003846	ENSG00000151687
ENSECAG00000003847	ENSG00000198805
ENSECAG00000003853	ENSG00000172765
ENSECAG00000003855	ENST00000622844
ENSECAG00000003856	ENSG00000168828
ENSECAG00000003862	ENSG00000119720
ENSECAG00000003863	ENSG00000012061
ENSECAG00000003864	ENSG00000198523
ENSECAG00000003868	ENSG00000185821
ENSECAG00000003869	ENSG00000122299
ENSECAG00000003872	ENSG00000198783
ENSECAG00000003873	ENSG00000235441
ENSECAG00000003875	ENSG00000179695
ENSECAG00000003881	ENSG00000205329
ENSECAG00000003882	ENSG00000196511
ENSECAG00000003883	ENSG00000176386
ENSECAG00000003884	ENSG00000181074
ENSECAG00000003885	ENSG00000161807
ENSECAG00000003887	ENSG00000224952
ENSECAG00000003891	ENSG00000197125
ENSECAG00000003897	ENSG00000221944
ENSECAG00000003898	ENSG00000187808
ENSECAG00000003902	ENSG00000172365
ENSECAG00000003903	ENSG00000179626
ENSECAG00000003904	ENSG00000184697
ENSECAG00000003905	ENSG00000183475
ENSECAG00000003906	ENSG00000176040
ENSECAG00000003906	ENSG00000176040
ENSECAG00000003912	ENSG00000205330
ENSECAG00000003914	ENSG00000277016
ENSECAG00000003916	ENSG00000012963
ENSECAG00000003920	ENSG00000166363
ENSECAG00000003921	ENSG00000150594
ENSECAG00000003923	ENSG00000213937
ENSECAG00000003925	ENSG00000167996
ENSECAG00000003929	ENSG00000253148
ENSECAG00000003931	ENSG00000113558
ENSECAG00000003934	ENSG00000125352
ENSECAG00000003937	ENSG00000179626
ENSECAG00000003939	ENSG00000009413
ENSECAG00000003940	ENSG00000221944
ENSECAG00000003943	ENSG00000129990
ENSECAG00000003944	ENSG00000111640
ENSECAG00000003947	ENSG00000135486
ENSECAG00000003950	ENSG00000226931
ENSECAG00000003953	ENSG00000203756
ENSECAG00000003954	ENSG00000186222
ENSECAG00000003955	ENSG00000187688
ENSECAG00000003958	ENSG00000205329
ENSECAG00000003959	ENSG00000171132
ENSECAG00000003961	ENSG00000181004
ENSECAG00000003964	ENSG00000179626
ENSECAG00000003965	ENSG00000145817
ENSECAG00000003966	ENSG00000076716
ENSECAG00000003967	ENSG00000160691
ENSECAG00000003967	ENSG00000160691
ENSECAG00000003968	ENSG00000163002
ENSECAG00000003974	ENSG00000108684
ENSECAG00000003975	ENSG00000198128
ENSECAG00000003977	ENSG00000222018
ENSECAG00000003978	ENSG00000185149
ENSECAG00000003981	ENSG00000133561
ENSECAG00000003982	ENSG00000137101
ENSECAG00000021072	ENSG00000184445
ENSECAG00000021072	ENSG00000184445
ENSECAG00000003986	ENST00000368150
ENSECAG00000003988	ENSG00000142405
ENSECAG00000003990	ENSG00000234438
ENSECAG00000003992	ENSG00000166363
ENSECAG00000003993	ENSG00000165762
ENSECAG00000003994	ENST00000625188
ENSECAG00000003995	ENSG00000123575
ENSECAG00000003996	ENSG00000163599
ENSECAG00000003997	ENSG00000203740
ENSECAG00000003998	ENSG00000155313
ENSECAG00000003999	ENSG00000187701
ENSECAG00000004003	ENSG00000185821
ENSECAG00000004005	ENSG00000140406
ENSECAG00000004006	ENSG00000176749
ENSECAG00000004011	ENSG00000122958
ENSECAG00000004014	ENSG00000161807
ENSECAG00000004020	ENSG00000004139
ENSECAG00000004021	ENSG00000187714
ENSECAG00000004022	ENSG00000171126
ENSECAG00000004023	ENSG00000106028
ENSECAG00000004024	ENSG00000125447
ENSECAG00000004025	ENSG00000119801
ENSECAG00000004027	ENSG00000196196
ENSECAG00000004028	ENSG00000237515
ENSECAG00000004031	ENSG00000126860
ENSECAG00000004033	ENSG00000279906
ENSECAG00000004034	ENSG00000171155
ENSECAG00000004036	ENSG00000177047
ENSECAG00000004039	ENST00000368150
ENSECAG00000004041	ENSG00000134007
ENSECAG00000004042	ENSG00000211898
ENSECAG00000004043	ENSG00000180008
ENSECAG00000004044	ENSG00000117593
ENSECAG00000004049	ENST00000625188
ENSECAG00000004050	ENSG00000183023
ENSECAG00000004053	ENSG00000181609
ENSECAG00000004055	ENSG00000181104
ENSECAG00000004057	ENSG00000009413
ENSECAG00000004062	ENSG00000179626
ENSECAG00000004065	ENSG00000180509
ENSECAG00000004066	ENSG00000178878
ENSECAG00000004068	ENST00000625188
ENSECAG00000004069	ENSG00000177354
ENSECAG00000004072	ENSG00000233618
ENSECAG00000004075	ENSG00000227446
ENSECAG00000004076	ENSG00000179919
ENSECAG00000004085	ENSG00000188859
ENSECAG00000004088	ENSG00000188324
ENSECAG00000004090	ENSG00000170920
ENSECAG00000004091	ENSG00000184602
ENSECAG00000004092	ENSG00000172350
ENSECAG00000004093	ENSG00000177853
ENSECAG00000004095	ENSG00000222028
ENSECAG00000004097	ENSG00000254834
ENSECAG00000004098	ENSG00000177354
ENSECAG00000004099	ENSG00000279906
ENSECAG00000004103	ENSG00000155158
ENSECAG00000004104	ENSG00000166363
ENSECAG00000004107	ENSG00000168209
ENSECAG00000004110	ENSG00000177212
ENSECAG00000004111	ENSG00000182854
ENSECAG00000004119	ENSG00000089123
ENSECAG00000004120	ENSG00000164074
ENSECAG00000004121	ENSG00000107537
ENSECAG00000004124	ENSG00000169446
ENSECAG00000004126	ENSG00000170890
ENSECAG00000004131	ENST00000298124
ENSECAG00000004133	ENSG00000211640
ENSECAG00000004134	ENSG00000174697
ENSECAG00000004135	ENSG00000078053
ENSECAG00000004135	ENSG00000078053
ENSECAG00000004144	ENSG00000171956
ENSECAG00000004145	ENSG00000177212
ENSECAG00000004146	ENSG00000279906
ENSECAG00000004147	ENSG00000134007
ENSECAG00000004149	ENSG00000176281
ENSECAG00000004150	ENSG00000270276
ENSECAG00000004151	ENSG00000172789
ENSECAG00000004152	ENSG00000058056
ENSECAG00000004158	ENSG00000152592
ENSECAG00000004159	ENSG00000116128
ENSECAG00000004160	ENSG00000178217
ENSECAG00000004161	ENSG00000180592
ENSECAG00000004162	ENSG00000185862
ENSECAG00000004167	ENSG00000221886
ENSECAG00000004168	ENSG00000128271
ENSECAG00000004169	ENSG00000178257
ENSECAG00000004173	ENSG00000177535
ENSECAG00000004177	ENSG00000254834
ENSECAG00000004178	ENSG00000185385
ENSECAG00000004180	ENSG00000173110
ENSECAG00000004181	ENSG00000181273
ENSECAG00000004183	ENSG00000183513
ENSECAG00000004184	ENSG00000183454
ENSECAG00000004185	ENSG00000181023
ENSECAG00000004188	ENSG00000265763
ENSECAG00000004191	ENSG00000174982
ENSECAG00000004192	ENSG00000180592
ENSECAG00000004193	ENSG00000211812
ENSECAG00000004199	ENSG00000278588
ENSECAG00000004200	ENSG00000172362
ENSECAG00000004201	ENSG00000090512
ENSECAG00000004202	ENSG00000198353
ENSECAG00000004210	ENSG00000221944
ENSECAG00000004212	ENSG00000170468
ENSECAG00000004214	ENSG00000182993
ENSECAG00000004215	ENSG00000174527
ENSECAG00000004216	ENSG00000026025
ENSECAG00000004217	ENSG00000021852
ENSECAG00000004218	ENSG00000215717
ENSECAG00000004219	ENSG00000124203
ENSECAG00000004220	ENSG00000132164
ENSECAG00000004222	ENSG00000204174
ENSECAG00000004224	ENSG00000136715
ENSECAG00000004224	ENSG00000136715
ENSECAG00000004226	ENSG00000184857
ENSECAG00000004228	ENSG00000213903
ENSECAG00000004229	ENSG00000256574
ENSECAG00000004231	ENSG00000276410
ENSECAG00000004232	ENSG00000184675
ENSECAG00000004233	ENSG00000089157
ENSECAG00000004234	ENSG00000278843
ENSECAG00000004238	ENSG00000273547
ENSECAG00000004240	ENSG00000109667
ENSECAG00000004241	ENSG00000101440
ENSECAG00000004242	ENSG00000171885
ENSECAG00000004246	ENSG00000170631
ENSECAG00000004248	ENSG00000177938
ENSECAG00000004249	ENSG00000138439
ENSECAG00000004250	ENSG00000181074
ENSECAG00000004251	ENSG00000176903
ENSECAG00000004253	ENSG00000178974
ENSECAG00000004254	ENSG00000161807
ENSECAG00000004255	ENSG00000276119
ENSECAG00000004256	ENSG00000101152
ENSECAG00000004257	ENSG00000213551
ENSECAG00000004258	ENSG00000056736
ENSECAG00000004259	ENSG00000214929
ENSECAG00000004260	ENSG00000197818
ENSECAG00000004262	ENSG00000099949
ENSECAG00000004264	ENSG00000168140
ENSECAG00000004267	ENSG00000185972
ENSECAG00000004269	ENSG00000177047
ENSECAG00000004270	ENSG00000155868
ENSECAG00000004271	ENSG00000170782
ENSECAG00000004274	ENSG00000145703
ENSECAG00000004278	ENSG00000171459
ENSECAG00000004280	ENSG00000155368
ENSECAG00000004281	ENSG00000177535
ENSECAG00000004286	ENSG00000135127
ENSECAG00000004286	ENSG00000135127
ENSECAG00000004287	ENSG00000166887
ENSECAG00000004287	ENSG00000166887
ENSECAG00000004288	ENSG00000136943
ENSECAG00000004289	ENSG00000040933
ENSECAG00000004294	ENSG00000196262
ENSECAG00000004296	ENSG00000174721
ENSECAG00000004299	ENSG00000166398
ENSECAG00000004301	ENSG00000242852
ENSECAG00000004303	ENSG00000179934
ENSECAG00000004306	ENSG00000170949
ENSECAG00000004310	ENSG00000123165
ENSECAG00000004311	ENSG00000105193
ENSECAG00000004312	ENSG00000136689
ENSECAG00000004313	ENSG00000116698
ENSECAG00000004313	ENSG00000116698
ENSECAG00000004314	ENSG00000152404
ENSECAG00000004315	ENSG00000184995
ENSECAG00000004316	ENSG00000132541
ENSECAG00000004318	ENSG00000179055
ENSECAG00000004321	ENSG00000168158
ENSECAG00000004322	ENST00000380590
ENSECAG00000004323	ENSG00000161807
ENSECAG00000004325	ENSG00000140297
ENSECAG00000004327	ENSG00000170953
ENSECAG00000004334	ENSG00000181273
ENSECAG00000004335	ENSG00000156510
ENSECAG00000004337	ENSG00000205274
ENSECAG00000004338	ENSG00000042286
ENSECAG00000004339	ENSG00000129534
ENSECAG00000004342	ENSG00000242715
ENSECAG00000004343	ENSG00000127529
ENSECAG00000004345	ENSG00000186440
ENSECAG00000004348	ENSG00000179626
ENSECAG00000004349	ENSG00000152778
ENSECAG00000004351	ENSG00000196832
ENSECAG00000004352	ENSG00000279906
ENSECAG00000004353	ENSG00000180185
ENSECAG00000004355	ENSG00000187601
ENSECAG00000004356	ENSG00000161807
ENSECAG00000004361	ENSG00000172146
ENSECAG00000004362	ENSG00000074319
ENSECAG00000026832	ENSG00000153093
ENSECAG00000004365	ENSG00000280808
ENSECAG00000004366	ENSG00000170953
ENSECAG00000004367	ENSG00000198128
ENSECAG00000004370	ENSG00000253251
ENSECAG00000004371	ENSG00000152464
ENSECAG00000004372	ENSG00000146477
ENSECAG00000004376	ENSG00000147262
ENSECAG00000004381	ENSG00000204175
ENSECAG00000004382	ENSG00000124657
ENSECAG00000004384	ENSG00000185924
ENSECAG00000004386	ENSG00000103855
ENSECAG00000004387	ENSG00000080815
ENSECAG00000004388	ENSG00000274126
ENSECAG00000004389	ENSG00000168958
ENSECAG00000004389	ENSG00000168958
ENSECAG00000004390	ENSG00000179715
ENSECAG00000004391	ENSG00000185821
ENSECAG00000004392	ENSG00000122026
ENSECAG00000004393	ENSG00000108518
ENSECAG00000004395	ENSG00000169989
ENSECAG00000004396	ENSG00000161807
ENSECAG00000004397	ENSG00000174339
ENSECAG00000004398	ENSG00000184058
ENSECAG00000004400	ENSG00000163694
ENSECAG00000004403	ENSG00000159261
ENSECAG00000004406	ENSG00000172289
ENSECAG00000004408	ENSG00000183671
ENSECAG00000004409	ENSG00000188738
ENSECAG00000004411	ENSG00000182393
ENSECAG00000004412	ENSG00000185130
ENSECAG00000004415	ENSG00000112078
ENSECAG00000004417	ENSG00000156853
ENSECAG00000004418	ENSG00000239590
ENSECAG00000004420	ENSG00000100485
ENSECAG00000004427	ENSG00000279906
ENSECAG00000026991	ENSG00000170417
ENSECAG00000004430	ENSG00000170605
ENSECAG00000004431	ENSG00000174482
ENSECAG00000004432	ENSG00000188738
ENSECAG00000004433	ENSG00000185745
ENSECAG00000004436	ENSG00000101751
ENSECAG00000004437	ENSG00000148341
ENSECAG00000004437	ENSG00000148341
ENSECAG00000004437	ENSG00000148341
ENSECAG00000004439	ENSG00000183208
ENSECAG00000004442	ENSG00000168329
ENSECAG00000004443	ENSG00000167178
ENSECAG00000004444	ENSG00000154642
ENSECAG00000004445	ENSG00000128655
ENSECAG00000004446	ENSG00000140527
ENSECAG00000004446	ENSG00000140527
ENSECAG00000004449	ENSG00000084764
ENSECAG00000004450	ENSG00000168795
ENSECAG00000004452	ENSG00000181371
ENSECAG00000004454	ENSG00000161807
ENSECAG00000004455	ENSG00000279906
ENSECAG00000004456	ENSG00000221944
ENSECAG00000004460	ENSG00000197233
ENSECAG00000004461	ENSG00000140993
ENSECAG00000004462	ENSG00000177374
ENSECAG00000004463	ENSG00000165006
ENSECAG00000004464	ENSG00000101190
ENSECAG00000004465	ENSG00000170471
ENSECAG00000004470	ENSG00000112339
ENSECAG00000004471	ENSG00000163412
ENSECAG00000004472	ENSG00000211788
ENSECAG00000004473	ENSG00000156575
ENSECAG00000004474	ENSG00000225736
ENSECAG00000026871	ENSG00000166471
ENSECAG00000026812	ENSG00000183161
ENSECAG00000012861	ENSG00000135111
ENSECAG00000012861	ENSG00000135111
ENSECAG00000004478	ENSG00000170953
ENSECAG00000004481	ENSG00000168124
ENSECAG00000004482	ENSG00000169067
ENSECAG00000004483	ENSG00000230780
ENSECAG00000004484	ENSG00000049283
ENSECAG00000004487	ENSG00000161807
ENSECAG00000004490	ENSG00000228083
ENSECAG00000004492	ENSG00000179041
ENSECAG00000004493	ENSG00000180660
ENSECAG00000004494	ENSG00000184166
ENSECAG00000004495	ENSG00000270276
ENSECAG00000004498	ENSG00000169271
ENSECAG00000004501	ENSG00000181617
ENSECAG00000004502	ENSG00000103175
ENSECAG00000004503	ENSG00000197093
ENSECAG00000004504	ENSG00000142444
ENSECAG00000004507	ENSG00000132631
ENSECAG00000004509	ENSG00000185821
ENSECAG00000004510	ENSG00000256574
ENSECAG00000004512	ENSG00000168124
ENSECAG00000004513	ENSG00000083097
ENSECAG00000004515	ENSG00000166741
ENSECAG00000004521	ENSG00000165588
ENSECAG00000004523	ENSG00000145365
ENSECAG00000004527	ENSG00000122550
ENSECAG00000004530	ENSG00000203730
ENSECAG00000004532	ENSG00000061455
ENSECAG00000004533	ENSG00000100448
ENSECAG00000004534	ENSG00000128596
ENSECAG00000004536	ENSG00000137942
ENSECAG00000004536	ENSG00000137942
ENSECAG00000004540	ENSG00000180440
ENSECAG00000004541	ENSG00000221944
ENSECAG00000004544	ENSG00000196639
ENSECAG00000004545	ENSG00000161807
ENSECAG00000004547	ENSG00000146457
ENSECAG00000004548	ENSG00000169402
ENSECAG00000004549	ENSG00000025800
ENSECAG00000004551	ENSG00000176165
ENSECAG00000004552	ENSG00000147873
ENSECAG00000004553	ENSG00000136834
ENSECAG00000004556	ENSG00000113916
ENSECAG00000004558	ENSG00000278191
ENSECAG00000004558	ENSG00000278191
ENSECAG00000004561	ENSG00000187857
ENSECAG00000004564	ENSG00000123171
ENSECAG00000004565	ENSG00000253598
ENSECAG00000004567	ENST00000380590
ENSECAG00000004570	ENSG00000176547
ENSECAG00000004571	ENSG00000125788
ENSECAG00000004572	ENSG00000138135
ENSECAG00000004574	ENSG00000122026
ENSECAG00000004578	ENSG00000204186
ENSECAG00000004579	ENSG00000196262
ENSECAG00000004580	ENSG00000198965
ENSECAG00000026909	ENSG00000130816
ENSECAG00000026842	ENSG00000078124
ENSECAG00000004582	ENSG00000171435
ENSECAG00000004586	ENSG00000183876
ENSECAG00000004587	ENSG00000189127
ENSECAG00000004588	ENSG00000197532
ENSECAG00000004590	ENSG00000075131
ENSECAG00000004591	ENSG00000197641
ENSECAG00000004592	ENSG00000120875
ENSECAG00000004593	ENSG00000214367
ENSECAG00000004594	ENSG00000127412
ENSECAG00000004595	ENSG00000166189
ENSECAG00000004597	ENSG00000214681
ENSECAG00000004598	ENSG00000128951
ENSECAG00000004602	ENSG00000198601
ENSECAG00000004604	ENSG00000119402
ENSECAG00000004605	ENSG00000203730
ENSECAG00000004606	ENSG00000150269
ENSECAG00000004608	ENSG00000181273
ENSECAG00000004611	ENSG00000152213
ENSECAG00000004612	ENSG00000171786
ENSECAG00000004615	ENSG00000171533
ENSECAG00000004617	ENSG00000140464
ENSECAG00000004618	ENSG00000188191
ENSECAG00000004620	ENSG00000175115
ENSECAG00000004627	ENSG00000221944
ENSECAG00000004628	ENSG00000177212
ENSECAG00000004630	ENSG00000151322
ENSECAG00000004632	ENSG00000214681
ENSECAG00000004635	ENSG00000179919
ENSECAG00000004636	ENSG00000076053
ENSECAG00000004637	ENSG00000124089
ENSECAG00000004638	ENSG00000125352
ENSECAG00000004642	ENSG00000280808
ENSECAG00000018411	ENSG00000158019
ENSECAG00000018411	ENSG00000158019
ENSECAG00000020425	ENSG00000198399
ENSECAG00000020425	ENSG00000198399
ENSECAG00000020425	ENSG00000198399
ENSECAG00000020425	ENSG00000198399
ENSECAG00000019779	ENSG00000170745
ENSECAG00000019779	ENSG00000170745
ENSECAG00000004646	ENSG00000170948
ENSECAG00000004647	ENSG00000177807
ENSECAG00000004648	ENSG00000168124
ENSECAG00000004650	ENSG00000205329
ENSECAG00000004651	ENSG00000127314
ENSECAG00000004655	ENSG00000197579
ENSECAG00000004657	ENSG00000171984
ENSECAG00000004658	ENSG00000134817
ENSECAG00000004662	ENSG00000165389
ENSECAG00000004663	ENSG00000204657
ENSECAG00000004664	ENSG00000164296
ENSECAG00000004666	ENSG00000275544
ENSECAG00000004668	ENSG00000281022
ENSECAG00000004669	ENSG00000171476
ENSECAG00000004670	ENSG00000177675
ENSECAG00000004670	ENSG00000177575
ENSECAG00000004670	ENSG00000177675
ENSECAG00000004670	ENSG00000177675
ENSECAG00000004671	ENSG00000147604
ENSECAG00000004674	ENSG00000185532
ENSECAG00000004675	ENSG00000175895
ENSECAG00000004678	ENSG00000152207
ENSECAG00000004679	ENSG00000163661
ENSECAG00000004681	ENSG00000279906
ENSECAG00000004682	ENSG00000139865
ENSECAG00000004687	ENSG00000196119
ENSECAG00000004689	ENSG00000073605
ENSECAG00000004691	ENSG00000170248
ENSECAG00000004693	ENSG00000184954
ENSECAG00000004696	ENSG00000087460
ENSECAG00000004698	ENSG00000106853
ENSECAG00000004701	ENSG00000177613
ENSECAG00000004703	ENSG00000157542
ENSECAG00000004704	ENSG00000171864
ENSECAG00000004705	ENSG00000134245
ENSECAG00000004706	ENSG00000111981
ENSECAG00000004707	ENSG00000151690
ENSECAG00000004708	ENSG00000249693
ENSECAG00000004709	ENSG00000231543
ENSECAG00000004710	ENSG00000277075
ENSECAG00000004714	ENSG00000128951
ENSECAG00000004716	ENSG00000139874
ENSECAG00000004718	ENSG00000094661
ENSECAG00000004723	ENSG00000185972
ENSECAG00000004725	ENSG00000168334
ENSECAG00000004727	ENSG00000267534
ENSECAG00000004730	ENSG00000174667
ENSECAG00000004731	ENSG00000206203
ENSECAG00000004732	ENSG00000188133
ENSECAG00000004740	ENSG00000177839
ENSECAG00000004743	ENSG00000132825
ENSECAG00000004749	ENSG00000280931
ENSECAG00000004750	ENSG00000182674
ENSECAG00000004752	ENSG00000242259
ENSECAG00000004753	ENSG00000221944
ENSECAG00000004755	ENSG00000158773
ENSECAG00000004756	ENSG00000138382
ENSECAG00000004757	ENSG00000106799
ENSECAG00000004759	ENSG00000150275
ENSECAG00000004762	ENSG00000180530
ENSECAG00000004763	ENSG00000168334
ENSECAG00000004766	ENSG00000177535
ENSECAG00000004768	ENSG00000183578
ENSECAG00000004769	ENSG00000113522
ENSECAG00000004770	ENSG00000196227
ENSECAG00000004771	ENST00000312253
ENSECAG00000004773	ENSG00000168769
ENSECAG00000004774	ENSG00000009413
ENSECAG00000004776	ENSG00000164976
ENSECAG00000004777	ENSG00000169122
ENSECAG00000004778	ENSG00000040608
ENSECAG00000004779	ENSG00000221910
ENSECAG00000004780	ENSG00000185386
ENSECAG00000004781	ENSG00000169083
ENSECAG00000004785	ENSG00000179695
ENSECAG00000004790	ENSG00000143315
ENSECAG00000004791	ENSG00000127666
ENSECAG00000004792	ENSG00000114062
ENSECAG00000004794	ENSG00000112473
ENSECAG00000004795	ENSG00000100109
ENSECAG00000004798	ENSG00000009413
ENSECAG00000004801	ENST00000623829
ENSECAG00000004802	ENSG00000145425
ENSECAG00000004803	ENSG00000176435
ENSECAG00000004805	ENSG00000183778
ENSECAG00000004807	ENSG00000140332
ENSECAG00000004807	ENSG00000140332
ENSECAG00000004809	ENSG00000169255
ENSECAG00000004810	ENSG00000169252
